Farmer Code,Date,Shift,Cow/Buff,Qty,Rate,Amount,Fat,KiloFat,CanNo,EntryDt,c_KiloFat,c_KiloQty,,
9,29-05-2017 00:00,E,B,2.36,37.8,89.21,6.3,14.87,2,29-05-2017 21:27,0.14868,2.36,,
9,29-05-2017 00:00,E,C,3.9,27.18,106,3.6,14.04,10,29-05-2017 21:28,0.1404,3.9,,
64,29-05-2017 00:00,E,C,14.2,31.28,444.18,5,71,11,29-05-2017 21:29,0.71,14.2,,
36,29-05-2017 00:00,E,B,7.08,40.2,284.62,6.7,47.44,2,29-05-2017 21:30,0.47436,7.08,,
7,30-05-2017 00:00,M,C,13.58,31.28,424.78,5,67.9,4,30-05-2017 09:07,0.679,13.58,,
147,30-05-2017 00:00,M,C,3.1,28.06,86.99,3.9,12.09,4,30-05-2017 09:08,0.1209,3.1,,
144,30-05-2017 00:00,M,C,16.32,32.74,534.32,5.5,89.76,5,30-05-2017 09:08,0.8976,16.32,,
125,30-05-2017 00:00,M,C,16.38,31.86,521.87,5.2,85.18,5,30-05-2017 09:09,0.85176,16.38,,
67,30-05-2017 00:00,M,C,8.96,30.4,272.38,4.7,42.11,5,30-05-2017 09:10,0.42112,8.96,,
153,30-05-2017 00:00,M,C,2.52,33.32,83.97,5.7,14.36,6,30-05-2017 09:11,0.14364,2.52,,
38,30-05-2017 00:00,M,C,4.38,30.69,134.42,4.8,21.02,6,30-05-2017 09:12,0.21024,4.38,,
152,30-05-2017 00:00,M,B,11.06,39.6,437.98,6.6,73,2,30-05-2017 09:13,0.72996,11.06,,
152,30-05-2017 00:00,M,C,43.12,29.23,1260.4,4.3,185.42,7,30-05-2017 09:14,1.85416,43.12,,
73,30-05-2017 00:00,M,C,5.62,33.32,187.26,5.7,32.03,7,30-05-2017 09:15,0.32034,5.62,,
157,30-05-2017 00:00,M,C,1.88,33.32,62.64,5.7,10.72,7,30-05-2017 09:16,0.10716,1.88,,
157,30-05-2017 00:00,M,C,1.06,32.15,34.08,5.3,5.62,7,30-05-2017 09:17,0.05618,1.06,,
16,30-05-2017 00:00,M,C,12.66,28.65,362.71,4.1,51.91,7,30-05-2017 09:17,0.51906,12.66,,
31,30-05-2017 00:00,M,C,5.76,31.28,180.17,5,28.8,7,30-05-2017 09:18,0.288,5.76,,
27,30-05-2017 00:00,M,C,21.62,28.35,612.93,4,86.48,8,30-05-2017 09:19,0.8648,21.62,,
50,30-05-2017 00:00,M,C,22.08,29.23,645.4,4.3,94.94,9,30-05-2017 09:20,0.94944,22.08,,
29,30-05-2017 00:00,M,C,9.18,30.11,276.41,4.6,42.23,9,30-05-2017 09:21,0.42228,9.18,,
5,30-05-2017 00:00,M,B,5.76,45,259.2,7.5,43.2,2,30-05-2017 09:22,0.432,5.76,,
5,30-05-2017 00:00,M,C,13.52,28.94,391.27,4.2,56.78,9,30-05-2017 09:23,0.56784,13.52,,
64,30-05-2017 00:00,M,C,12.04,27.77,334.35,3.8,45.75,16,30-05-2017 09:44,0.45752,12.04,,
123,30-05-2017 00:00,M,C,22.84,30.11,687.71,4.6,105.06,17,30-05-2017 09:45,1.05064,22.84,,
10,30-05-2017 00:00,M,C,9.8,29.52,289.3,4.4,43.12,17,30-05-2017 09:46,0.4312,9.8,,
111,30-05-2017 00:00,M,C,7.02,29.81,209.27,4.5,31.59,17,30-05-2017 09:47,0.3159,7.02,,
9,30-05-2017 00:00,M,B,1.66,39.6,65.74,6.6,10.96,2,30-05-2017 09:48,0.10956,1.66,,
9,30-05-2017 00:00,M,C,2.86,32.74,93.64,5.5,15.73,17,30-05-2017 09:49,0.1573,2.86,,
159,30-05-2017 00:00,M,C,20.34,32.74,665.93,5.5,111.87,18,30-05-2017 09:50,1.1187,20.34,,
159,30-05-2017 00:00,M,C,42.22,30.11,1271.24,4.6,194.21,19,30-05-2017 09:51,1.94212,42.22,,
121,30-05-2017 00:00,M,C,71.4,30.11,2149.85,4.6,328.44,21,30-05-2017 09:54,3.2844,71.4,,
99,30-05-2017 00:00,M,C,14.18,32.45,460.14,5.4,76.57,21,30-05-2017 09:55,0.76572,14.18,,
25,30-05-2017 00:00,M,C,49.82,30.4,1514.53,4.7,234.15,23,30-05-2017 09:57,2.34154,49.82,,
25,30-05-2017 00:00,M,C,34.8,30.11,1047.83,4.6,160.08,24,30-05-2017 09:58,1.6008,34.8,,
52,30-05-2017 00:00,M,B,0.78,53.4,41.65,8.9,6.94,2,30-05-2017 09:59,0.06942,0.78,,
1000,30-05-2017 00:00,M,B,68.96,43.2,2979.07,7.2,496.51,4,30-05-2017 10:01,4.96512,68.96,,
1000,30-05-2017 00:00,M,C,895.38,30.69,27479.21,4.8,4297.82,46,30-05-2017 10:01,42.97824,895.38,,
152,30-05-2017 00:00,E,C,7.52,30.98,232.97,4.9,36.85,1,30-05-2017 20:16,0.36848,7.52,,
133,30-05-2017 00:00,E,C,11.64,30.4,353.86,4.7,54.71,1,30-05-2017 20:18,0.54708,11.64,,
118,30-05-2017 00:00,E,C,4.58,32.45,148.62,5.4,24.73,1,30-05-2017 20:18,0.24732,4.58,,
148,30-05-2017 00:00,E,C,2.14,25.43,54.42,3,6.42,1,30-05-2017 20:19,0.0642,2.14,,
51,30-05-2017 00:00,E,C,6.52,31.28,203.95,5,32.6,1,30-05-2017 20:20,0.326,6.52,,
38,30-05-2017 00:00,E,C,3.96,30.4,120.38,4.7,18.61,1,30-05-2017 20:21,0.18612,3.96,,
61,30-05-2017 00:00,E,C,3.14,32.45,101.89,5.4,16.96,1,30-05-2017 20:22,0.16956,3.14,,
108,30-05-2017 00:00,E,C,4.44,30.4,134.98,4.7,20.87,2,30-05-2017 20:22,0.20868,4.44,,
77,30-05-2017 00:00,E,C,4.4,28.06,123.46,3.9,17.16,2,30-05-2017 20:23,0.1716,4.4,,
158,30-05-2017 00:00,E,C,6.38,28.94,184.64,4.2,26.8,2,30-05-2017 20:24,0.26796,6.38,,
97,30-05-2017 00:00,E,C,7.92,27.18,215.27,3.6,28.51,2,30-05-2017 20:25,0.28512,7.92,,
157,30-05-2017 00:00,E,C,1.36,32.15,43.72,5.3,7.21,2,30-05-2017 20:26,0.07208,1.36,,
157,30-05-2017 00:00,E,C,1.68,32.74,55,5.5,9.24,2,30-05-2017 20:27,0.0924,1.68,,
135,30-05-2017 00:00,E,C,5.16,29.52,152.32,4.4,22.7,2,30-05-2017 20:28,0.22704,5.16,,
20,30-05-2017 00:00,E,C,7.68,30.69,235.7,4.8,36.86,2,30-05-2017 20:31,0.36864,7.68,,
155,30-05-2017 00:00,E,C,6.3,30.4,191.52,4.7,29.61,3,30-05-2017 20:31,0.2961,6.3,,
105,30-05-2017 00:00,E,C,4.9,30.69,150.38,4.8,23.52,3,30-05-2017 20:32,0.2352,4.9,,
10,30-05-2017 00:00,E,C,3.58,30.11,107.79,4.6,16.47,3,30-05-2017 20:33,0.16468,3.58,,
73,30-05-2017 00:00,E,B,2.8,74.4,208.32,12.4,34.72,1,30-05-2017 20:37,0.3472,2.8,,
25,30-05-2017 00:00,E,B,5.08,58.2,295.66,9.7,49.28,1,30-05-2017 20:38,0.49276,5.08,,
24,30-05-2017 00:00,E,C,1.32,30.4,40.13,4.7,6.2,3,30-05-2017 20:39,0.06204,1.32,,
90,30-05-2017 00:00,E,C,3.26,31.28,101.97,5,16.3,3,30-05-2017 20:42,0.163,3.26,,
41,30-05-2017 00:00,E,C,4.62,28.35,130.98,4,18.48,3,30-05-2017 20:43,0.1848,4.62,,
31,30-05-2017 00:00,E,C,5.98,33.03,197.52,5.6,33.49,6,30-05-2017 21:08,0.33488,5.98,,
154,30-05-2017 00:00,E,C,2.18,28.06,61.17,3.9,8.5,6,30-05-2017 21:09,0.08502,2.18,,
4,30-05-2017 00:00,E,B,3.76,44.4,166.94,7.4,27.82,1,30-05-2017 21:10,0.27824,3.76,,
4,30-05-2017 00:00,E,C,13.14,29.23,384.08,4.3,56.5,7,30-05-2017 21:11,0.56502,13.14,,
5,30-05-2017 00:00,E,B,5.5,42.6,234.3,7.1,39.05,1,30-05-2017 21:12,0.3905,5.5,,
5,30-05-2017 00:00,E,C,14.68,29.23,429.1,4.3,63.12,7,30-05-2017 21:14,0.63124,14.68,,
111,30-05-2017 00:00,E,C,6.68,31.86,212.82,5.2,34.74,7,30-05-2017 21:14,0.34736,6.68,,
2,30-05-2017 00:00,E,C,8.8,30.69,270.07,4.8,42.24,7,30-05-2017 21:15,0.4224,8.8,,
64,30-05-2017 00:00,E,C,15.1,32.45,490,5.4,81.54,8,30-05-2017 21:16,0.8154,15.1,,
144,30-05-2017 00:00,E,C,13.4,30.4,407.36,4.7,62.98,8,30-05-2017 21:17,0.6298,13.4,,
125,30-05-2017 00:00,E,C,13.32,32.74,436.1,5.5,73.26,8,30-05-2017 21:18,0.7326,13.32,,
121,30-05-2017 00:00,E,C,29.06,29.81,866.28,4.5,130.77,9,30-05-2017 21:20,1.3077,29.06,,
114,30-05-2017 00:00,E,B,5.42,65.4,354.47,10.9,59.08,2,30-05-2017 21:22,0.59078,5.42,,
114,30-05-2017 00:00,E,C,1.14,33.03,37.65,5.6,6.38,9,30-05-2017 21:22,0.06384,1.14,,
19,30-05-2017 00:00,E,C,6.22,29.52,183.61,4.4,27.37,9,30-05-2017 21:23,0.27368,6.22,,
57,30-05-2017 00:00,E,B,1.16,37.2,43.15,6.2,7.19,2,30-05-2017 21:24,0.07192,1.16,,
58,30-05-2017 00:00,E,B,3.44,37.8,130.03,6.3,21.67,2,30-05-2017 21:25,0.21672,3.44,,
159,30-05-2017 00:00,E,B,13.2,43.2,570.24,7.2,95.04,2,30-05-2017 21:26,0.9504,13.2,,
159,30-05-2017 00:00,E,C,16,30.98,495.68,4.9,78.4,10,30-05-2017 21:27,0.784,16,,
67,30-05-2017 00:00,E,B,2.56,39,99.84,6.5,16.64,2,30-05-2017 21:27,0.1664,2.56,,
8,30-05-2017 00:00,E,B,1.68,45,75.6,7.5,12.6,2,30-05-2017 21:28,0.126,1.68,,
8,30-05-2017 00:00,E,C,7.86,32.74,257.34,5.5,43.23,10,30-05-2017 21:29,0.4323,7.86,,
36,30-05-2017 00:00,E,C,7.02,33.03,231.87,5.6,39.31,10,30-05-2017 21:30,0.39312,7.02,,
9,30-05-2017 00:00,E,B,2.52,38.4,96.77,6.4,16.13,2,30-05-2017 21:30,0.16128,2.52,,
9,30-05-2017 00:00,E,C,3.24,27.48,89.04,3.7,11.99,10,30-05-2017 21:31,0.11988,3.24,,
80,30-05-2017 00:00,E,C,13.74,30.98,425.67,4.9,67.33,11,30-05-2017 21:32,0.67326,13.74,,
1000,30-05-2017 00:00,E,C,407.34,30.4,12383.14,4.7,1914.5,21,30-05-2017 21:34,19.14498,407.34,,
1000,30-05-2017 00:00,E,B,70.02,46.2,3234.92,7.7,539.15,4,30-05-2017 21:34,5.39154,70.02,,
90,31-05-2017 00:00,M,C,3.04,31.86,96.85,5.2,15.81,1,31-05-2017 08:19,0.15808,3.04,,
126,31-05-2017 00:00,M,C,5.46,28.35,154.79,4,21.84,1,31-05-2017 08:22,0.2184,5.46,,
67,31-05-2017 00:00,M,C,18.48,30.11,556.43,4.6,85.01,1,31-05-2017 08:23,0.85008,18.48,,
71,31-05-2017 00:00,M,C,4.74,31.28,148.27,5,23.7,1,31-05-2017 08:24,0.237,4.74,,
118,31-05-2017 00:00,M,B,3.36,40.2,135.07,6.7,22.51,1,31-05-2017 08:30,0.22512,3.36,,
113,31-05-2017 00:00,M,B,3.06,42,128.52,7,21.42,1,31-05-2017 08:31,0.2142,3.06,,
1,31-05-2017 00:00,M,C,8.08,32.15,259.77,5.3,42.82,1,31-05-2017 08:32,0.42824,8.08,,
24,31-05-2017 00:00,M,C,1.42,29.81,42.33,4.5,6.39,2,31-05-2017 08:33,0.0639,1.42,,
105,31-05-2017 00:00,M,C,4.54,31.57,143.33,5.1,23.15,2,31-05-2017 08:35,0.23154,4.54,,
61,31-05-2017 00:00,M,C,3.22,32.45,104.49,5.4,17.39,2,31-05-2017 08:36,0.17388,3.22,,
42,31-05-2017 00:00,M,C,3.42,31.28,106.98,5,17.1,2,31-05-2017 08:37,0.171,3.42,,
154,31-05-2017 00:00,M,C,2.28,31.28,71.32,5,11.4,2,31-05-2017 08:40,0.114,2.28,,
108,31-05-2017 00:00,M,C,4.3,28.94,124.44,4.2,18.06,2,31-05-2017 08:41,0.1806,4.3,,
41,31-05-2017 00:00,M,C,3.16,28.35,89.59,4,12.64,2,31-05-2017 08:43,0.1264,3.16,,
28,31-05-2017 00:00,M,C,14.12,30.4,429.25,4.7,66.36,2,31-05-2017 08:44,0.66364,14.12,,
45,31-05-2017 00:00,M,B,2.68,37.2,99.7,6.2,16.62,1,31-05-2017 08:45,0.16616,2.68,,
38,31-05-2017 00:00,M,C,4.76,30.4,144.7,4.7,22.37,3,31-05-2017 08:46,0.22372,4.76,,
57,31-05-2017 00:00,M,C,1.16,32.15,37.29,5.3,6.15,3,31-05-2017 08:47,0.06148,1.16,,
58,31-05-2017 00:00,M,C,4.1,32.74,134.23,5.5,22.55,3,31-05-2017 08:48,0.2255,4.1,,
3,31-05-2017 00:00,M,C,2,32.45,64.9,5.4,10.8,3,31-05-2017 08:49,0.108,2,,
23,31-05-2017 00:00,M,B,6.88,46.2,317.86,7.7,52.98,1,31-05-2017 08:52,0.52976,6.88,,
137,31-05-2017 00:00,M,C,7.5,30.98,232.35,4.9,36.75,3,31-05-2017 08:53,0.3675,7.5,,
135,31-05-2017 00:00,M,C,4.22,30.4,128.29,4.7,19.83,3,31-05-2017 08:54,0.19834,4.22,,
53,31-05-2017 00:00,M,C,12.14,29.52,358.37,4.4,53.42,3,31-05-2017 08:55,0.53416,12.14,,
156,31-05-2017 00:00,M,B,2.28,37.2,84.82,6.2,14.14,1,31-05-2017 08:56,0.14136,2.28,,
148,31-05-2017 00:00,M,C,4.38,28.94,126.76,4.2,18.4,3,31-05-2017 08:57,0.18396,4.38,,
114,31-05-2017 00:00,M,B,5.2,63,327.6,10.5,54.6,1,31-05-2017 08:59,0.546,5.2,,
114,31-05-2017 00:00,M,C,11.4,30.69,349.87,4.8,54.72,4,31-05-2017 09:01,0.5472,11.4,,
147,31-05-2017 00:00,M,C,3.22,27.77,89.42,3.8,12.24,4,31-05-2017 09:03,0.12236,3.22,,
31,31-05-2017 00:00,M,C,6,33.03,198.18,5.6,33.6,4,31-05-2017 09:05,0.336,6,,
12,31-05-2017 00:00,M,C,1.94,28.35,55,4,7.76,4,31-05-2017 09:05,0.0776,1.94,,
144,31-05-2017 00:00,M,C,15.74,32.45,510.76,5.4,85,4,31-05-2017 09:07,0.84996,15.74,,
125,31-05-2017 00:00,M,C,14.94,31.57,471.66,5.1,76.19,5,31-05-2017 09:08,0.76194,14.94,,
50,31-05-2017 00:00,M,C,19.64,29.81,585.47,4.5,88.38,5,31-05-2017 09:08,0.8838,19.64,,
4,31-05-2017 00:00,M,B,3.72,40.8,151.78,6.8,25.3,1,31-05-2017 09:10,0.25296,3.72,,
4,31-05-2017 00:00,M,C,11.4,31.57,359.9,5.1,58.14,6,31-05-2017 09:11,0.5814,11.4,,
152,31-05-2017 00:00,M,B,7.48,39.6,296.21,6.6,49.37,1,31-05-2017 09:12,0.49368,7.48,,
152,31-05-2017 00:00,M,C,40.22,29.52,1187.29,4.4,176.97,7,31-05-2017 09:13,1.76968,40.22,,
27,31-05-2017 00:00,M,C,20.48,28.06,574.67,3.9,79.87,7,31-05-2017 09:14,0.79872,20.48,,
2,31-05-2017 00:00,M,C,8.9,30.4,270.56,4.7,41.83,7,31-05-2017 09:15,0.4183,8.9,,
51,31-05-2017 00:00,M,C,8.06,30.4,245.02,4.7,37.88,7,31-05-2017 09:16,0.37882,8.06,,
151,31-05-2017 00:00,M,C,4.2,30.4,127.68,4.7,19.74,8,31-05-2017 09:17,0.1974,4.2,,
5,31-05-2017 00:00,M,B,6,44.4,266.4,7.4,44.4,2,31-05-2017 09:18,0.444,6,,
5,31-05-2017 00:00,M,C,13.38,28.06,375.44,3.9,52.18,8,31-05-2017 09:19,0.52182,13.38,,
133,31-05-2017 00:00,M,C,14.7,28.65,421.16,4.1,60.27,8,31-05-2017 09:20,0.6027,14.7,,
73,31-05-2017 00:00,M,B,3.52,43.2,152.06,7.2,25.34,2,31-05-2017 09:20,0.25344,3.52,,
20,31-05-2017 00:00,M,C,5.82,30.98,180.3,4.9,28.52,8,31-05-2017 09:21,0.28518,5.82,,
10,31-05-2017 00:00,M,C,10.44,28.35,295.97,4,41.76,9,31-05-2017 09:23,0.4176,10.44,,
27,30-05-2017 00:00,E,C,5.26,32.15,169.11,5.3,27.88,3,30-05-2017 20:47,0.27878,5.26,,
71,30-05-2017 00:00,E,C,6.02,28.65,172.47,4.1,24.68,3,30-05-2017 20:48,0.24682,6.02,,
28,30-05-2017 00:00,E,C,11.56,30.69,354.78,4.8,55.49,4,30-05-2017 20:50,0.55488,11.56,,
140,30-05-2017 00:00,E,C,15.84,30.98,490.72,4.9,77.62,4,30-05-2017 20:50,0.77616,15.84,,
3,30-05-2017 00:00,E,C,2.9,32.74,94.95,5.5,15.95,4,30-05-2017 20:51,0.1595,2.9,,
42,30-05-2017 00:00,E,B,5.04,46.2,232.85,7.7,38.81,1,30-05-2017 20:53,0.38808,5.04,,
29,30-05-2017 00:00,E,C,9.28,29.23,271.25,4.3,39.9,4,30-05-2017 20:54,0.39904,9.28,,
23,30-05-2017 00:00,E,B,5.72,43.2,247.1,7.2,41.18,1,30-05-2017 20:55,0.41184,5.72,,
137,30-05-2017 00:00,E,C,7.68,30.69,235.7,4.8,36.86,4,30-05-2017 20:56,0.36864,7.68,,
76,30-05-2017 00:00,E,C,3.9,30.11,117.43,4.6,17.94,5,30-05-2017 20:57,0.1794,3.9,,
126,30-05-2017 00:00,E,C,6.7,26.31,176.28,3.3,22.11,5,30-05-2017 20:58,0.2211,6.7,,
119,30-05-2017 00:00,E,C,3.22,31.86,102.59,5.2,16.74,5,30-05-2017 20:59,0.16744,3.22,,
78,30-05-2017 00:00,E,C,7.4,33.03,244.42,5.6,41.44,5,30-05-2017 21:00,0.4144,7.4,,
45,30-05-2017 00:00,E,B,3.6,43.8,157.68,7.3,26.28,1,30-05-2017 21:01,0.2628,3.6,,
1,30-05-2017 00:00,E,C,9.74,32.45,316.06,5.4,52.6,5,30-05-2017 21:02,0.52596,9.74,,
123,30-05-2017 00:00,E,C,15.82,28.94,457.83,4.2,66.44,6,30-05-2017 21:03,0.66444,15.82,,
7,30-05-2017 00:00,E,C,4.92,31.28,153.9,5,24.6,6,30-05-2017 21:05,0.246,4.92,,
70,30-05-2017 00:00,E,B,6.54,36,235.44,6,39.24,1,30-05-2017 21:06,0.3924,6.54,,
50,30-05-2017 00:00,E,C,14.04,29.81,418.53,4.5,63.18,6,30-05-2017 21:07,0.6318,14.04,,
7,31-05-2017 00:00,M,C,10.46,30.98,324.05,4.9,51.25,9,31-05-2017 09:24,0.51254,10.46,,
76,31-05-2017 00:00,M,C,4.54,29.52,134.02,4.4,19.98,9,31-05-2017 09:25,0.19976,4.54,,
70,31-05-2017 00:00,M,C,7.14,33.91,242.12,5.9,42.13,9,31-05-2017 09:28,0.42126,7.14,,
16,31-05-2017 00:00,M,C,9.6,28.65,275.04,4.1,39.36,9,31-05-2017 09:28,0.3936,9.6,,
8,31-05-2017 00:00,M,B,1.72,46.8,80.5,7.8,13.42,2,31-05-2017 09:29,0.13416,1.72,,
8,31-05-2017 00:00,M,C,7.6,32.15,244.34,5.3,40.28,10,31-05-2017 09:30,0.4028,7.6,,
78,31-05-2017 00:00,M,C,8.4,29.52,247.97,4.4,36.96,10,31-05-2017 09:31,0.3696,8.4,,
55,31-05-2017 00:00,M,C,7.72,27.77,214.38,3.8,29.34,10,31-05-2017 09:32,0.29336,7.72,,
29,31-05-2017 00:00,M,C,9.46,27.48,259.96,3.7,35,10,31-05-2017 09:33,0.35002,9.46,,
19,31-05-2017 00:00,M,B,3.5,40.2,140.7,6.7,23.45,2,31-05-2017 09:34,0.2345,3.5,,
19,31-05-2017 00:00,M,C,5.42,30.69,166.34,4.8,26.02,10,31-05-2017 09:35,0.26016,5.42,,
36,31-05-2017 00:00,M,B,7.48,36.6,273.77,6.1,45.63,2,31-05-2017 09:36,0.45628,7.48,,
99,31-05-2017 00:00,M,B,14.62,37.2,543.86,6.2,90.64,2,31-05-2017 09:37,0.90644,14.62,,
155,31-05-2017 00:00,M,C,5.38,30.4,163.55,4.7,25.29,11,31-05-2017 09:38,0.25286,5.38,,
158,31-05-2017 00:00,M,C,46.88,30.11,1411.56,4.6,215.65,13,31-05-2017 09:40,2.15648,46.88,,
97,31-05-2017 00:00,M,C,29.84,30.4,907.14,4.7,140.25,13,31-05-2017 09:41,1.40248,29.84,,
157,31-05-2017 00:00,M,C,1.72,30.98,53.29,4.9,8.43,13,31-05-2017 09:42,0.08428,1.72,,
157,31-05-2017 00:00,M,B,0.94,36.6,34.4,6.1,5.73,2,31-05-2017 09:42,0.05734,0.94,,
143,31-05-2017 00:00,M,C,28.5,31.28,891.48,5,142.5,14,31-05-2017 09:44,1.425,28.5,,
159,31-05-2017 00:00,E,C,18.72,31.28,585.56,5,93.6,2,31-05-2017 20:23,0.936,18.72,,
67,31-05-2017 00:00,E,B,2.5,40.2,100.5,6.7,16.75,1,31-05-2017 20:24,0.1675,2.5,,
67,31-05-2017 00:00,E,C,7.12,30.11,214.38,4.6,32.75,2,31-05-2017 20:25,0.32752,7.12,,
38,31-05-2017 00:00,E,C,4.62,30.4,140.45,4.7,21.71,2,31-05-2017 20:26,0.21714,4.62,,
158,31-05-2017 00:00,E,C,6.9,30.11,207.76,4.6,31.74,2,31-05-2017 20:29,0.3174,6.9,,
97,31-05-2017 00:00,E,C,8.8,28.35,249.48,4,35.2,2,31-05-2017 20:30,0.352,8.8,,
108,31-05-2017 00:00,E,C,4.9,30.98,151.8,4.9,24.01,2,31-05-2017 20:30,0.2401,4.9,,
77,31-05-2017 00:00,E,C,6,27.48,164.88,3.7,22.2,3,31-05-2017 20:31,0.222,6,,
1,31-05-2017 00:00,E,C,9.3,31.28,290.9,5,46.5,3,31-05-2017 20:32,0.465,9.3,,
61,31-05-2017 00:00,E,C,3.48,31.57,109.86,5.1,17.75,3,31-05-2017 20:33,0.17748,3.48,,
10,31-05-2017 00:00,E,C,3.9,30.69,119.69,4.8,18.72,3,31-05-2017 20:34,0.1872,3.9,,
24,31-05-2017 00:00,E,C,1.9,29.52,56.09,4.4,8.36,3,31-05-2017 20:35,0.0836,1.9,,
148,31-05-2017 00:00,E,C,2.42,30.11,72.87,4.6,11.13,3,31-05-2017 20:35,0.11132,2.42,,
25,31-05-2017 00:00,E,B,5.94,54,320.76,9,53.46,1,31-05-2017 20:37,0.5346,5.94,,
25,31-05-2017 00:00,E,C,5.56,31.86,177.14,5.2,28.91,3,31-05-2017 20:38,0.28912,5.56,,
20,31-05-2017 00:00,E,C,7.52,29.81,224.17,4.5,33.84,3,31-05-2017 20:40,0.3384,7.52,,
29,31-05-2017 00:00,E,C,9.06,30.4,275.42,4.7,42.58,4,31-05-2017 20:41,0.42582,9.06,,
154,31-05-2017 00:00,E,C,1.74,29.52,51.36,4.4,7.66,4,31-05-2017 20:45,0.07656,1.74,,
114,31-05-2017 00:00,E,B,4.94,69.6,343.82,11.6,57.3,1,31-05-2017 20:46,0.57304,4.94,,
23,31-05-2017 00:00,E,B,6.72,47.4,318.53,7.9,53.09,1,31-05-2017 21:07,0.53088,6.72,,
137,31-05-2017 00:00,E,C,5.04,29.52,148.78,4.4,22.18,7,31-05-2017 21:08,0.22176,5.04,,
50,31-05-2017 00:00,E,C,16.38,30.11,493.2,4.6,75.35,7,31-05-2017 21:09,0.75348,16.38,,
42,31-05-2017 00:00,E,B,6.44,43.8,282.07,7.3,47.01,2,31-05-2017 21:11,0.47012,6.44,,
31,31-05-2017 00:00,E,B,6.7,39.6,265.32,6.6,44.22,2,31-05-2017 21:12,0.4422,6.7,,
41,31-05-2017 00:00,E,C,5.38,29.52,158.82,4.4,23.67,7,31-05-2017 21:13,0.23672,5.38,,
12,31-05-2017 00:00,E,C,2.3,28.06,64.54,3.9,8.97,7,31-05-2017 21:14,0.0897,2.3,,
2,31-05-2017 00:00,E,C,8.7,30.4,264.48,4.7,40.89,8,31-05-2017 21:15,0.4089,8.7,,
78,31-05-2017 00:00,E,B,9.02,38.4,346.37,6.4,57.73,2,31-05-2017 21:17,0.57728,9.02,,
5,31-05-2017 00:00,E,B,5.9,42.6,251.34,7.1,41.89,2,31-05-2017 21:19,0.4189,5.9,,
5,31-05-2017 00:00,E,C,15.16,28.94,438.73,4.2,63.67,8,31-05-2017 21:20,0.63672,15.16,,
19,31-05-2017 00:00,E,C,5.1,29.81,152.03,4.5,22.95,8,31-05-2017 21:21,0.2295,5.1,,
144,31-05-2017 00:00,E,C,16.04,30.11,482.96,4.6,73.78,9,31-05-2017 21:22,0.73784,16.04,,
125,31-05-2017 00:00,E,C,15.1,31.57,476.71,5.1,77.01,9,31-05-2017 21:23,0.7701,15.1,,
140,31-05-2017 00:00,E,C,15.72,31.86,500.84,5.2,81.74,9,31-05-2017 21:25,0.81744,15.72,,
57,31-05-2017 00:00,E,B,1.18,37.2,43.9,6.2,7.32,2,31-05-2017 21:25,0.07316,1.18,,
58,31-05-2017 00:00,E,C,3.2,31.86,101.95,5.2,16.64,9,31-05-2017 21:26,0.1664,3.2,,
111,31-05-2017 00:00,E,C,6.3,30.4,191.52,4.7,29.61,10,31-05-2017 21:27,0.2961,6.3,,
8,31-05-2017 00:00,E,B,1.66,42.6,70.72,7.1,11.79,2,31-05-2017 21:28,0.11786,1.66,,
1,01-06-2017 00:00,M,C,6.96,32.45,225.85,5.4,37.58,2,01-06-2017 08:27,0.37584,6.96,,
20,01-06-2017 00:00,M,C,6.62,29.81,197.34,4.5,29.79,2,01-06-2017 08:28,0.2979,6.62,,
12,01-06-2017 00:00,M,C,2,28.06,56.12,3.9,7.8,2,01-06-2017 08:37,0.078,2,,
41,01-06-2017 00:00,M,C,3.12,29.52,92.1,4.4,13.73,2,01-06-2017 08:38,0.13728,3.12,,
76,01-06-2017 00:00,M,C,4.46,29.52,131.66,4.4,19.62,2,01-06-2017 08:39,0.19624,4.46,,
126,01-06-2017 00:00,M,C,7.06,29.52,208.41,4.4,31.06,2,01-06-2017 08:40,0.31064,7.06,,
135,01-06-2017 00:00,M,C,4.04,28.65,115.75,4.1,16.56,2,01-06-2017 08:42,0.16564,4.04,,
53,01-06-2017 00:00,M,C,16.24,28.94,469.99,4.2,68.21,3,01-06-2017 08:43,0.68208,16.24,,
38,01-06-2017 00:00,M,C,4.44,30.4,134.98,4.7,20.87,3,01-06-2017 08:47,0.20868,4.44,,
28,01-06-2017 00:00,M,C,17.78,30.69,545.67,4.8,85.34,3,01-06-2017 08:48,0.85344,17.78,,
147,01-06-2017 00:00,M,C,3.32,28.35,94.12,4,13.28,3,01-06-2017 08:49,0.1328,3.32,,
23,01-06-2017 00:00,M,B,6.66,48,319.68,8,53.28,1,01-06-2017 08:51,0.5328,6.66,,
45,01-06-2017 00:00,M,B,2.94,39.6,116.42,6.6,19.4,1,01-06-2017 08:52,0.19404,2.94,,
3,01-06-2017 00:00,M,C,2.14,32.74,70.06,5.5,11.77,3,01-06-2017 08:53,0.1177,2.14,,
24,01-06-2017 00:00,M,C,1.66,29.23,48.52,4.3,7.14,3,01-06-2017 08:54,0.07138,1.66,,
16,01-06-2017 00:00,M,C,11.52,28.65,330.05,4.1,47.23,4,01-06-2017 09:01,0.47232,11.52,,
114,01-06-2017 00:00,M,B,5.72,73.2,418.7,12.2,69.78,1,01-06-2017 09:04,0.69784,5.72,,
