Farmer Code,Date,Shift,Cow/Buff,Qty,Rate,Amount,Fat,KiloFat,CanNo,EntryDt,c_KiloFat,c_KiloQty,,
125,14-10-2017 00:00,E,C,5.48,33.53,183.74,5.4,29.59,5,15-10-2017 15:18,0.29592,5.48,,
146,14-10-2017 00:00,E,C,5.58,29.61,165.22,4.1,22.88,6,15-10-2017 15:18,0.22878,5.58,,
27,14-10-2017 00:00,M,C,10.44,32.63,340.66,5.1,53.24,1,15-10-2017 19:40,0.53244,10.44,,
118,14-10-2017 00:00,M,C,2.5,28.1,70.25,3.6,9,1,15-10-2017 19:41,0.09,2.5,,
156,14-10-2017 00:00,M,B,0.62,40.3,24.99,6.5,4.03,1,15-10-2017 19:41,0.0403,0.62,,
9,14-10-2017 00:00,M,C,1.66,33.23,55.16,5.3,8.8,1,15-10-2017 19:41,0.08798,1.66,,
45,14-10-2017 00:00,M,C,3.4,33.84,115.06,5.5,18.7,1,15-10-2017 19:42,0.187,3.4,,
53,14-10-2017 00:00,M,C,16.47,31.12,512.55,4.6,75.76,1,15-10-2017 19:42,0.75762,16.47,,
23,14-10-2017 00:00,M,C,6.58,30.21,198.78,4.3,28.29,2,15-10-2017 19:42,0.28294,6.58,,
127,14-10-2017 00:00,M,C,1.34,27.79,37.24,3.5,4.69,2,15-10-2017 19:42,0.0469,1.34,,
101,14-10-2017 00:00,M,C,2.38,29.61,70.47,4.1,9.76,2,15-10-2017 19:43,0.09758,2.38,,
28,14-10-2017 00:00,M,C,9.32,30.21,281.56,4.3,40.08,2,15-10-2017 19:43,0.40076,9.32,,
28,14-10-2017 00:00,M,C,5.58,30.21,168.57,4.3,23.99,2,15-10-2017 19:43,0.23994,5.58,,
90,14-10-2017 00:00,M,C,5.62,30.21,169.78,4.3,24.17,2,15-10-2017 19:43,0.24166,5.62,,
61,14-10-2017 00:00,M,B,2.52,39.68,99.99,6.4,16.13,1,15-10-2017 19:44,0.16128,2.52,,
41,14-10-2017 00:00,M,C,1.52,32.93,50.05,5.2,7.9,2,15-10-2017 19:44,0.07904,1.52,,
76,14-10-2017 00:00,M,C,4.4,32.63,143.57,5.1,22.44,2,15-10-2017 19:44,0.2244,4.4,,
3,14-10-2017 00:00,M,C,2.8,32.32,90.5,5,14,2,15-10-2017 19:44,0.14,2.8,,
10,14-10-2017 00:00,M,C,5.86,30.21,177.03,4.3,25.2,2,15-10-2017 19:44,0.25198,5.86,,
126,14-10-2017 00:00,M,C,4.1,29.91,122.63,4.2,17.22,3,15-10-2017 19:45,0.1722,4.1,,
158,14-10-2017 00:00,M,C,9.76,34.14,333.21,5.6,54.66,3,15-10-2017 19:45,0.54656,9.76,,
97,14-10-2017 00:00,M,C,12.96,32.93,426.77,5.2,67.39,3,15-10-2017 19:46,0.67392,12.96,,
77,14-10-2017 00:00,M,C,11.9,32.93,391.87,5.2,61.88,3,15-10-2017 19:46,0.6188,11.9,,
105,14-10-2017 00:00,M,C,1.44,34.74,50.03,5.8,8.35,4,15-10-2017 19:46,0.08352,1.44,,
7,14-10-2017 00:00,M,C,3.54,34.74,122.98,5.8,20.53,4,15-10-2017 19:47,0.20532,3.54,,
36,14-10-2017 00:00,M,C,2.08,32.63,67.87,5.1,10.61,4,15-10-2017 19:47,0.10608,2.08,,
29,14-10-2017 00:00,M,C,4.1,31.72,130.05,4.8,19.68,4,15-10-2017 19:47,0.1968,4.1,,
42,14-10-2017 00:00,M,C,3.2,31.72,101.5,4.8,15.36,4,15-10-2017 19:48,0.1536,3.2,,
1,14-10-2017 00:00,M,C,4.96,34.14,169.33,5.6,27.78,4,15-10-2017 19:48,0.27776,4.96,,
125,14-10-2017 00:00,M,C,5.62,35.04,196.92,5.9,33.16,4,15-10-2017 19:48,0.33158,5.62,,
144,14-10-2017 00:00,M,C,8.04,31.42,252.62,4.7,37.79,4,15-10-2017 19:49,0.37788,8.04,,
146,14-10-2017 00:00,M,C,5.92,28.7,169.9,3.8,22.5,4,15-10-2017 19:49,0.22496,5.92,,
152,14-10-2017 00:00,M,C,9.52,33.23,316.35,5.3,50.46,5,15-10-2017 19:49,0.50456,9.52,,
31,14-10-2017 00:00,M,B,2.04,39.68,80.95,6.4,13.06,1,15-10-2017 19:50,0.13056,2.04,,
19,14-10-2017 00:00,M,C,7.2,34.44,247.97,5.7,41.04,5,15-10-2017 19:50,0.4104,7.2,,
55,14-10-2017 00:00,M,B,2.58,42.16,108.77,6.8,17.54,1,15-10-2017 19:50,0.17544,2.58,,
38,14-10-2017 00:00,M,C,15.78,28.4,448.15,3.7,58.39,5,15-10-2017 19:51,0.58386,15.78,,
4,14-10-2017 00:00,M,B,6.88,46.5,319.92,7.5,51.6,1,15-10-2017 19:51,0.516,6.88,,
4,14-10-2017 00:00,M,C,5.32,30.81,163.91,4.5,23.94,5,15-10-2017 19:51,0.2394,5.32,,
147,14-10-2017 00:00,M,B,2.32,42.78,99.25,6.9,16.01,1,15-10-2017 19:51,0.16008,2.32,,
12,14-10-2017 00:00,M,B,1.3,37.2,48.36,6,7.8,1,15-10-2017 19:52,0.078,1.3,,
148,14-10-2017 00:00,M,C,4.08,29.91,122.03,4.2,17.14,5,15-10-2017 19:52,0.17136,4.08,,
149,14-10-2017 00:00,M,C,2.62,30.81,80.72,4.5,11.79,6,15-10-2017 19:52,0.1179,2.62,,
57,14-10-2017 00:00,M,B,0.84,45.88,38.54,7.4,6.22,1,15-10-2017 19:53,0.06216,0.84,,
157,14-10-2017 00:00,M,C,1,34.14,34.14,5.6,5.6,6,15-10-2017 19:53,0.056,1,,
70,14-10-2017 00:00,M,C,1.52,34.74,52.8,5.8,8.82,6,15-10-2017 19:53,0.08816,1.52,,
121,14-10-2017 00:00,M,C,31.48,33.53,1055.52,5.4,169.99,6,15-10-2017 19:54,1.69992,31.48,,
16,14-10-2017 00:00,M,C,4.4,32.02,140.89,4.9,21.56,7,15-10-2017 19:54,0.2156,4.4,,
20,14-10-2017 00:00,M,C,3.72,32.63,121.38,5.1,18.97,7,15-10-2017 19:55,0.18972,3.72,,
39,14-10-2017 00:00,M,C,36,31.72,1141.92,4.8,172.8,8,15-10-2017 19:55,1.728,36,,
143,14-10-2017 00:00,M,B,5.7,39.68,226.18,6.4,36.48,1,15-10-2017 19:55,0.3648,5.7,,
2,14-10-2017 00:00,M,C,15.12,31.72,479.61,4.8,72.58,8,15-10-2017 19:55,0.72576,15.12,,
154,14-10-2017 00:00,M,C,1.32,31.12,41.08,4.6,6.07,8,15-10-2017 19:56,0.06072,1.32,,
78,14-10-2017 00:00,M,C,5.16,31.72,163.68,4.8,24.77,8,15-10-2017 19:57,0.24768,5.16,,
159,14-10-2017 00:00,M,C,24.92,32.63,813.14,5.1,127.09,9,15-10-2017 19:58,1.27092,24.92,,
5,14-10-2017 00:00,M,B,13.02,40.3,524.71,6.5,84.63,1,15-10-2017 19:58,0.8463,13.02,,
5,14-10-2017 00:00,M,C,13.8,29.61,408.62,4.1,56.58,9,15-10-2017 19:58,0.5658,13.8,,
50,14-10-2017 00:00,M,C,10.02,30.21,302.7,4.3,43.09,9,15-10-2017 19:59,0.43086,10.02,,
114,14-10-2017 00:00,M,B,7.92,39.06,309.36,6.3,49.9,2,15-10-2017 19:59,0.49896,7.92,,
114,14-10-2017 00:00,M,C,8.52,31.42,267.7,4.7,40.04,9,15-10-2017 19:59,0.40044,8.52,,
8,14-10-2017 00:00,M,C,3,35.04,105.12,5.9,17.7,10,15-10-2017 19:59,0.177,3,,
123,14-10-2017 00:00,M,C,4.02,33.23,133.58,5.3,21.31,10,15-10-2017 19:59,0.21306,4.02,,
25,14-10-2017 00:00,M,C,23.88,31.12,743.15,4.6,109.85,10,15-10-2017 20:00,1.09848,23.88,,
97,15-10-2017 00:00,E,C,6.24,32.32,201.68,5,31.2,1,15-10-2017 20:06,0.312,6.24,,
77,15-10-2017 00:00,E,C,6.04,28.4,171.54,3.7,22.35,1,15-10-2017 20:07,0.22348,6.04,,
38,15-10-2017 00:00,E,C,11.02,28.4,312.97,3.7,40.77,1,15-10-2017 20:09,0.40774,11.02,,
28,15-10-2017 00:00,E,C,8.28,29,240.12,3.9,32.29,1,15-10-2017 20:10,0.32292,8.28,,
25,15-10-2017 00:00,E,B,4.28,48.36,206.98,7.8,33.38,1,15-10-2017 20:11,0.33384,4.28,,
20,15-10-2017 00:00,E,C,4.36,31.72,138.3,4.8,20.93,1,15-10-2017 20:12,0.20928,4.36,,
159,15-10-2017 00:00,E,C,5.8,31.72,183.98,4.8,27.84,2,15-10-2017 20:14,0.2784,5.8,,
123,15-10-2017 00:00,E,C,5.7,29.3,167.01,4,22.8,2,15-10-2017 20:15,0.228,5.7,,
148,15-10-2017 00:00,E,C,2.82,30.51,86.04,4.4,12.41,2,15-10-2017 20:16,0.12408,2.82,,
10,15-10-2017 00:00,E,C,4.06,27.79,112.83,3.5,14.21,2,15-10-2017 20:22,0.1421,4.06,,
118,15-10-2017 00:00,E,C,3.5,34.74,121.59,5.8,20.3,2,15-10-2017 20:23,0.203,3.5,,
101,15-10-2017 00:00,E,C,2.16,29.61,63.96,4.1,8.86,2,15-10-2017 20:26,0.08856,2.16,,
23,15-10-2017 00:00,E,C,6.74,31.42,211.77,4.7,31.68,2,15-10-2017 20:27,0.31678,6.74,,
29,15-10-2017 00:00,E,C,4.34,30.81,133.72,4.5,19.53,2,15-10-2017 20:30,0.1953,4.34,,
50,15-10-2017 00:00,E,C,4.7,31.72,149.08,4.8,22.56,2,15-10-2017 20:31,0.2256,4.7,,
45,15-10-2017 00:00,E,C,2.66,30.81,81.95,4.5,11.97,2,15-10-2017 20:32,0.1197,2.66,,
61,15-10-2017 00:00,E,C,2.08,34.74,72.26,5.8,12.06,3,15-10-2017 20:33,0.12064,2.08,,
114,15-10-2017 00:00,E,C,8.06,35.04,282.42,5.9,47.55,3,15-10-2017 20:34,0.47554,8.06,,
114,15-10-2017 00:00,E,C,8.06,32.63,263,5.1,41.11,3,15-10-2017 20:35,0.41106,8.06,,
27,15-10-2017 00:00,E,C,3.64,30.81,112.15,4.5,16.38,3,15-10-2017 20:43,0.1638,3.64,,
154,15-10-2017 00:00,E,C,0.86,33.23,28.58,5.3,4.56,3,15-10-2017 20:43,0.04558,0.86,,
41,15-10-2017 00:00,E,C,2.54,33.53,85.17,5.4,13.72,3,15-10-2017 20:45,0.13716,2.54,,
3,15-10-2017 00:00,E,C,3.56,31.72,112.92,4.8,17.09,3,15-10-2017 20:51,0.17088,3.56,,
76,15-10-2017 00:00,E,C,4.2,31.12,130.7,4.6,19.32,3,15-10-2017 20:52,0.1932,4.2,,
90,15-10-2017 00:00,E,C,5.64,29.3,165.25,4,22.56,3,15-10-2017 20:53,0.2256,5.64,,
12,15-10-2017 00:00,E,B,1.12,37.82,42.36,6.1,6.83,1,15-10-2017 20:54,0.06832,1.12,,
5,15-10-2017 00:00,E,B,10.92,44.02,480.7,7.1,77.53,1,15-10-2017 20:55,0.77532,10.92,,
5,15-10-2017 00:00,E,C,13.1,29.61,387.89,4.1,53.71,4,15-10-2017 20:57,0.5371,13.1,,
31,15-10-2017 00:00,E,B,3.06,40.92,125.22,6.6,20.2,1,15-10-2017 20:57,0.20196,3.06,,
126,15-10-2017 00:00,E,C,3.54,29.3,103.72,4,14.16,4,15-10-2017 20:58,0.1416,3.54,,
42,15-10-2017 00:00,E,C,3.78,28.7,108.49,3.8,14.36,4,15-10-2017 21:01,0.14364,3.78,,
127,15-10-2017 00:00,E,C,1.54,28.1,43.27,3.6,5.54,4,15-10-2017 21:06,0.05544,1.54,,
78,15-10-2017 00:00,E,C,4.14,32.02,132.56,4.9,20.29,4,15-10-2017 21:07,0.20286,4.14,,
4,15-10-2017 00:00,E,B,5.82,44.64,259.8,7.2,41.9,1,15-10-2017 21:08,0.41904,5.82,,
4,15-10-2017 00:00,E,C,6.06,29.91,181.25,4.2,25.45,4,15-10-2017 21:09,0.25452,6.06,,
8,15-10-2017 00:00,E,C,2.78,34.74,96.58,5.8,16.12,4,15-10-2017 21:10,0.16124,2.78,,
1,15-10-2017 00:00,E,C,5.08,32.93,167.28,5.2,26.42,4,15-10-2017 21:11,0.26416,5.08,,
36,15-10-2017 00:00,E,C,2.5,32.63,81.58,5.1,12.75,4,15-10-2017 21:11,0.1275,2.5,,
9,15-10-2017 00:00,E,C,1.68,31.12,52.28,4.6,7.73,5,15-10-2017 21:12,0.07728,1.68,,
70,15-10-2017 00:00,E,C,1.58,35.04,55.36,5.9,9.32,5,15-10-2017 21:17,0.09322,1.58,,
2,15-10-2017 00:00,E,C,14.26,30.81,439.35,4.5,64.17,5,15-10-2017 21:18,0.6417,14.26,,
19,15-10-2017 00:00,E,C,5.58,30.81,171.92,4.5,25.11,5,15-10-2017 21:21,0.2511,5.58,,
157,15-10-2017 00:00,E,C,1.7,29.91,50.85,4.2,7.14,5,15-10-2017 21:22,0.0714,1.7,,
80,15-10-2017 00:00,E,C,7.9,30.51,241.03,4.4,34.76,5,15-10-2017 21:30,0.3476,7.9,,
67,15-10-2017 00:00,E,B,0.38,40.92,15.55,6.6,2.51,1,15-10-2017 21:32,0.02508,0.38,,
146,15-10-2017 00:00,E,C,5.5,30.81,169.46,4.5,24.75,5,15-10-2017 21:33,0.2475,5.5,,
125,15-10-2017 00:00,E,C,5.58,33.53,187.1,5.4,30.13,6,15-10-2017 21:34,0.30132,5.58,,
144,15-10-2017 00:00,E,C,11.58,30.81,356.78,4.5,52.11,6,15-10-2017 21:35,0.5211,11.58,,
1000,15-10-2017 00:00,E,C,216.94,30.81,6683.92,4.5,976.23,11,15-10-2017 21:37,9.7623,216.94,,
1000,15-10-2017 00:00,E,B,26.58,44.02,1170.05,7.1,188.72,2,15-10-2017 21:37,1.88718,26.58,,
27,15-10-2017 00:00,M,C,11.34,31.72,359.7,4.8,54.43,1,15-10-2017 21:47,0.54432,11.34,,
118,15-10-2017 00:00,M,C,3.52,32.93,115.91,5.2,18.3,1,15-10-2017 21:48,0.18304,3.52,,
154,15-10-2017 00:00,M,C,1.02,33.23,33.89,5.3,5.41,1,15-10-2017 21:48,0.05406,1.02,,
12,15-10-2017 00:00,M,B,1,38.44,38.44,6.2,6.2,1,15-10-2017 21:48,0.062,1,,
41,15-10-2017 00:00,M,C,1.5,33.23,49.85,5.3,7.95,1,15-10-2017 21:49,0.0795,1.5,,
76,15-10-2017 00:00,M,C,4.16,33.23,138.24,5.3,22.05,1,15-10-2017 21:49,0.22048,4.16,,
28,15-10-2017 00:00,M,C,9,30.51,274.59,4.4,39.6,1,15-10-2017 21:50,0.396,9,,
28,15-10-2017 00:00,M,C,5.32,30.51,162.31,4.4,23.41,1,15-10-2017 21:50,0.23408,5.32,,
156,15-10-2017 00:00,M,C,1.05,35.04,36.79,5.9,6.2,1,15-10-2017 21:50,0.06195,1.05,,
3,15-10-2017 00:00,M,C,2.64,32.93,86.94,5.2,13.73,1,15-10-2017 21:51,0.13728,2.64,,
61,15-10-2017 00:00,M,B,2.58,39.68,102.37,6.4,16.51,1,15-10-2017 21:51,0.16512,2.58,,
105,15-10-2017 00:00,M,C,1.12,34.74,38.91,5.8,6.5,2,15-10-2017 21:52,0.06496,1.12,,
127,15-10-2017 00:00,M,C,1.42,29.3,41.61,4,5.68,2,15-10-2017 21:52,0.0568,1.42,,
53,15-10-2017 00:00,M,C,16.44,30.51,501.58,4.4,72.34,2,15-10-2017 21:54,0.72336,16.44,,
101,15-10-2017 00:00,M,C,2.36,29.61,69.88,4.1,9.68,2,15-10-2017 21:54,0.09676,2.36,,
148,15-10-2017 00:00,M,C,4.06,29.61,120.22,4.1,16.65,2,15-10-2017 21:54,0.16646,4.06,,
147,15-10-2017 00:00,M,B,2.34,39.06,91.4,6.3,14.74,1,15-10-2017 21:55,0.14742,2.34,,
114,15-10-2017 00:00,M,B,8.54,41.54,354.75,6.7,57.22,1,15-10-2017 21:55,0.57218,8.54,,
114,15-10-2017 00:00,M,C,8.1,32.02,259.36,4.9,39.69,2,15-10-2017 21:56,0.3969,8.1,,
152,15-10-2017 00:00,M,C,14.94,33.84,505.57,5.5,82.17,3,15-10-2017 21:56,0.8217,14.94,,
90,15-10-2017 00:00,M,C,5.66,29.91,169.29,4.2,23.77,3,15-10-2017 21:56,0.23772,5.66,,
158,15-10-2017 00:00,M,B,11.18,37.2,415.9,6,67.08,1,15-10-2017 21:57,0.6708,11.18,,
97,15-10-2017 00:00,M,C,11.84,32.93,389.89,5.2,61.57,3,15-10-2017 21:57,0.61568,11.84,,
78,15-10-2017 00:00,M,C,4.88,32.93,160.7,5.2,25.38,3,15-10-2017 21:57,0.25376,4.88,,
20,15-10-2017 00:00,M,C,4.2,32.32,135.74,5,21,3,15-10-2017 21:57,0.21,4.2,,
7,15-10-2017 00:00,M,B,3.76,39.68,149.2,6.4,24.06,1,15-10-2017 21:58,0.24064,3.76,,
45,15-10-2017 00:00,M,C,4.7,33.23,156.18,5.3,24.91,3,15-10-2017 21:58,0.2491,4.7,,
1,15-10-2017 00:00,M,C,5.04,33.23,167.48,5.3,26.71,4,15-10-2017 21:58,0.26712,5.04,,
73,15-10-2017 00:00,M,B,0.8,73.78,59.02,11.9,9.52,1,15-10-2017 21:59,0.0952,0.8,,
55,15-10-2017 00:00,M,B,3.18,48.36,153.78,7.8,24.8,1,15-10-2017 21:59,0.24804,3.18,,
126,15-10-2017 00:00,M,C,3.8,31.42,119.4,4.7,17.86,4,15-10-2017 21:59,0.1786,3.8,,
31,15-10-2017 00:00,M,C,2.2,34.14,75.11,5.6,12.32,4,15-10-2017 22:00,0.1232,2.2,,
42,15-10-2017 00:00,M,C,2.8,31.42,87.98,4.7,13.16,4,15-10-2017 22:00,0.1316,2.8,,
125,15-10-2017 00:00,M,C,5.47,33.23,181.77,5.3,28.99,4,15-10-2017 22:00,0.28991,5.47,,
146,15-10-2017 00:00,M,C,6.4,28.4,181.76,3.7,23.68,4,15-10-2017 22:00,0.2368,6.4,,
144,15-10-2017 00:00,M,C,9.6,30.21,290.02,4.3,41.28,4,15-10-2017 22:01,0.4128,9.6,,
23,15-10-2017 00:00,M,C,7.06,31.72,223.94,4.8,33.89,5,15-10-2017 22:01,0.33888,7.06,,
29,15-10-2017 00:00,M,C,3.32,32.02,106.31,4.9,16.27,5,15-10-2017 22:01,0.16268,3.32,,
4,15-10-2017 00:00,M,B,6.8,43.4,295.12,7,47.6,2,15-10-2017 22:02,0.476,6.8,,
4,15-10-2017 00:00,M,C,5.5,30.51,167.81,4.4,24.2,5,15-10-2017 22:02,0.242,5.5,,
2,15-10-2017 00:00,M,C,14.82,29.91,443.27,4.2,62.24,5,15-10-2017 22:02,0.62244,14.82,,
38,15-10-2017 00:00,M,C,16.2,27.79,450.2,3.5,56.7,6,15-10-2017 22:03,0.567,16.2,,
36,15-10-2017 00:00,M,C,1.92,30.81,59.16,4.5,8.64,6,15-10-2017 22:03,0.0864,1.92,,
9,15-10-2017 00:00,M,B,1.74,37.2,64.73,6,10.44,2,15-10-2017 22:04,0.1044,1.74,,
16,15-10-2017 00:00,M,C,10.3,32.63,336.09,5.1,52.53,6,15-10-2017 22:04,0.5253,10.3,,
77,15-10-2017 00:00,M,C,12.92,32.93,425.46,5.2,67.18,6,15-10-2017 22:04,0.67184,12.92,,
57,15-10-2017 00:00,M,B,0.9,41.54,37.39,6.7,6.03,2,15-10-2017 22:04,0.0603,0.9,,
25,15-10-2017 00:00,M,C,36.78,32.32,1188.73,5,183.9,7,15-10-2017 22:05,1.839,36.78,,
157,15-10-2017 00:00,M,C,1.52,31.12,47.3,4.6,6.99,7,15-10-2017 22:05,0.06992,1.52,,
143,15-10-2017 00:00,M,B,6.36,39.06,248.42,6.3,40.07,2,15-10-2017 22:05,0.40068,6.36,,
70,15-10-2017 00:00,M,B,1.5,37.2,55.8,6,9,2,15-10-2017 22:05,0.09,1.5,,
10,15-10-2017 00:00,M,C,5.52,29.91,165.1,4.2,23.18,7,15-10-2017 22:05,0.23184,5.52,,
159,15-10-2017 00:00,M,C,24.76,31.72,785.39,4.8,118.85,8,15-10-2017 22:06,1.18848,24.76,,
19,15-10-2017 00:00,M,C,7.12,33.53,238.73,5.4,38.45,8,15-10-2017 22:06,0.38448,7.12,,
8,15-10-2017 00:00,M,C,2.9,35.04,101.62,5.9,17.11,8,15-10-2017 22:07,0.1711,2.9,,
39,15-10-2017 00:00,M,C,34.2,31.72,1084.82,4.8,164.16,9,15-10-2017 22:07,1.6416,34.2,,
50,15-10-2017 00:00,M,C,8.86,30.21,267.66,4.3,38.1,9,15-10-2017 22:07,0.38098,8.86,,
5,15-10-2017 00:00,M,B,13.92,45.26,630.02,7.3,101.62,2,15-10-2017 22:07,1.01616,13.92,,
5,15-10-2017 00:00,M,C,13.78,29,399.62,3.9,53.74,10,15-10-2017 22:08,0.53742,13.78,,
123,15-10-2017 00:00,M,C,3.82,32.32,123.46,5,19.1,10,15-10-2017 22:08,0.191,3.82,,
149,15-10-2017 00:00,M,C,2.66,29,77.14,3.9,10.37,10,15-10-2017 22:08,0.10374,2.66,,
101,13-10-2017 00:00,M,C,2.42,29,70.18,3.9,9.44,1,15-10-2017 22:12,0.09438,2.42,,
53,13-10-2017 00:00,M,C,17.16,30.81,528.7,4.5,77.22,1,15-10-2017 22:12,0.7722,17.16,,
126,13-10-2017 00:00,M,C,3.88,30.81,119.54,4.5,17.46,1,15-10-2017 22:12,0.1746,3.88,,
9,13-10-2017 00:00,M,C,1.38,33.84,46.7,5.5,7.59,1,18-10-2017 08:37,0.0759,1.38,,
41,13-10-2017 00:00,M,C,1.24,32.63,40.46,5.1,6.32,1,15-10-2017 22:15,0.06324,1.24,,
76,13-10-2017 00:00,M,C,4.38,31.72,138.93,4.8,21.02,1,15-10-2017 22:16,0.21024,4.38,,
27,13-10-2017 00:00,M,C,10.74,32.63,350.45,5.1,54.77,2,15-10-2017 22:16,0.54774,10.74,,
3,13-10-2017 00:00,M,C,3.72,33.53,124.73,5.4,20.09,2,15-10-2017 22:17,0.20088,3.72,,
61,13-10-2017 00:00,M,C,2.76,35.04,96.71,5.9,16.28,2,15-10-2017 22:17,0.16284,2.76,,
90,13-10-2017 00:00,M,C,5.12,29.61,151.6,4.1,20.99,2,15-10-2017 22:17,0.20992,5.12,,
114,13-10-2017 00:00,M,B,7.98,40.92,326.54,6.6,52.67,1,15-10-2017 22:18,0.52668,7.98,,
114,13-10-2017 00:00,M,C,8.12,32.02,260,4.9,39.79,2,15-10-2017 22:18,0.39788,8.12,,
118,13-10-2017 00:00,M,C,3.5,33.53,117.36,5.4,18.9,2,15-10-2017 22:18,0.189,3.5,,
157,13-10-2017 00:00,M,C,1.22,30.81,37.59,4.5,5.49,2,15-10-2017 22:19,0.0549,1.22,,
45,13-10-2017 00:00,M,C,3.18,32.02,101.82,4.9,15.58,2,15-10-2017 22:19,0.15582,3.18,,
147,13-10-2017 00:00,M,B,2.22,40.3,89.47,6.5,14.43,1,15-10-2017 22:19,0.1443,2.22,,
28,13-10-2017 00:00,M,C,9.2,30.21,277.93,4.3,39.56,2,15-10-2017 22:19,0.3956,9.2,,
28,13-10-2017 00:00,M,C,5.22,30.21,157.7,4.3,22.45,3,15-10-2017 22:20,0.22446,5.22,,
127,13-10-2017 00:00,M,C,1.4,29,40.6,3.9,5.46,3,15-10-2017 22:20,0.0546,1.4,,
19,13-10-2017 00:00,M,C,6.82,33.23,226.63,5.3,36.15,3,15-10-2017 22:20,0.36146,6.82,,
7,13-10-2017 00:00,M,C,3.68,33.53,123.39,5.4,19.87,3,15-10-2017 22:20,0.19872,3.68,,
73,13-10-2017 00:00,M,B,0.84,74.4,62.5,12,10.08,1,15-10-2017 22:20,0.1008,0.84,,
10,13-10-2017 00:00,M,C,5.24,31.72,166.21,4.8,25.15,3,15-10-2017 22:21,0.25152,5.24,,
36,13-10-2017 00:00,M,C,1.94,31.72,61.54,4.8,9.31,3,15-10-2017 22:21,0.09312,1.94,,
42,13-10-2017 00:00,M,C,3.32,32.02,106.31,4.9,16.27,3,15-10-2017 22:21,0.16268,3.32,,
1,13-10-2017 00:00,M,C,4.94,34.14,168.65,5.6,27.66,3,15-10-2017 22:21,0.27664,4.94,,
78,13-10-2017 00:00,M,C,5.14,32.02,164.58,4.9,25.19,3,15-10-2017 22:22,0.25186,5.14,,
55,13-10-2017 00:00,M,B,2.9,39.68,115.07,6.4,18.56,1,15-10-2017 22:22,0.1856,2.9,,
158,13-10-2017 00:00,M,B,12.34,37.2,459.05,6,74.04,1,15-10-2017 22:22,0.7404,12.34,,
97,13-10-2017 00:00,M,C,13.38,33.23,444.62,5.3,70.91,4,15-10-2017 22:22,0.70914,13.38,,
148,13-10-2017 00:00,M,C,3.98,29.61,117.85,4.1,16.32,4,15-10-2017 22:23,0.16318,3.98,,
154,13-10-2017 00:00,M,C,0.92,33.53,30.85,5.4,4.97,4,15-10-2017 22:23,0.04968,0.92,,
29,13-10-2017 00:00,M,C,3.84,32.02,122.96,4.9,18.82,4,15-10-2017 22:23,0.18816,3.84,,
23,13-10-2017 00:00,M,C,7.6,31.12,236.51,4.6,34.96,4,15-10-2017 22:23,0.3496,7.6,,
156,13-10-2017 00:00,M,B,0.7,42.16,29.51,6.8,4.76,1,15-10-2017 22:23,0.0476,0.7,,
4,13-10-2017 00:00,M,B,6.2,44.64,276.77,7.2,44.64,1,16-10-2017 20:36,0.4464,6.2,,
4,13-10-2017 00:00,M,C,6.42,30.81,197.8,4.5,28.89,4,15-10-2017 22:26,0.2889,6.42,,
12,13-10-2017 00:00,M,C,1.22,34.74,42.38,5.8,7.08,4,15-10-2017 22:26,0.07076,1.22,,
38,13-10-2017 00:00,M,C,15.72,28.1,441.73,3.6,56.59,5,15-10-2017 22:26,0.56592,15.72,,
105,13-10-2017 00:00,M,C,1.44,32.63,46.99,5.1,7.34,5,15-10-2017 22:27,0.07344,1.44,,
2,13-10-2017 00:00,M,C,14.8,31.72,469.46,4.8,71.04,5,15-10-2017 22:27,0.7104,14.8,,
20,13-10-2017 00:00,M,C,3.74,33.53,125.4,5.4,20.2,5,15-10-2017 22:27,0.20196,3.74,,
152,13-10-2017 00:00,M,C,15.18,32.93,499.88,5.2,78.94,6,15-10-2017 22:27,0.78936,15.18,,
121,13-10-2017 00:00,M,C,27.46,33.23,912.5,5.3,145.54,6,15-10-2017 22:28,1.45538,27.46,,
77,13-10-2017 00:00,M,C,11.14,32.63,363.5,5.1,56.81,7,15-10-2017 22:28,0.56814,11.14,,
125,13-10-2017 00:00,M,C,5.56,33.53,186.43,5.4,30.02,7,15-10-2017 22:28,0.30024,5.56,,
146,13-10-2017 00:00,M,C,5.86,28.7,168.18,3.8,22.27,7,15-10-2017 22:28,0.22268,5.86,,
144,13-10-2017 00:00,M,C,10.38,30.81,319.81,4.5,46.71,7,15-10-2017 22:29,0.4671,10.38,,
159,13-10-2017 00:00,M,C,24.62,32.32,795.72,5,123.1,8,15-10-2017 22:29,1.231,24.62,,
16,13-10-2017 00:00,M,C,7.52,33.84,254.48,5.5,41.36,8,15-10-2017 22:30,0.4136,7.52,,
31,13-10-2017 00:00,M,B,2.2,40.3,88.66,6.5,14.3,1,15-10-2017 22:30,0.143,2.2,,
50,13-10-2017 00:00,M,C,10.56,30.81,325.35,4.5,47.52,8,15-10-2017 22:30,0.4752,10.56,,
57,13-10-2017 00:00,M,B,0.94,44.02,41.38,7.1,6.67,1,15-10-2017 22:30,0.06674,0.94,,
149,13-10-2017 00:00,M,C,2.98,31.12,92.74,4.6,13.71,8,15-10-2017 22:31,0.13708,2.98,,
39,13-10-2017 00:00,M,C,34.92,31.72,1107.66,4.8,167.62,9,15-10-2017 22:31,1.67616,34.92,,
