Farmer Code,Date,Shift,Cow/Buff,Qty,Rate,Amount,Fat,KiloFat = Qty * Fat,CanNo,EntryDt,c_KiloFat,c_KiloQty
111,27-04-2017 00:00,E,C,4.4,28.88,127.07,4.7,20.68,2,27-04-2017 21:08,0.2068,4.4
76,27-04-2017 00:00,E,C,13.2,26.94,355.61,4,52.8,2,27-04-2017 21:09,0.528,13.2
122,27-04-2017 00:00,E,C,1.34,29.44,39.45,4.9,6.57,2,27-04-2017 21:10,0.06566,1.34
181,27-04-2017 00:00,E,C,4.32,27.77,119.97,4.3,18.58,2,27-04-2017 21:13,0.18576,4.32
116,27-04-2017 00:00,E,C,1.16,32.21,37.36,5.9,6.84,2,27-04-2017 21:19,0.06844,1.16
103,27-04-2017 00:00,E,C,1.24,27.77,34.43,4.3,5.33,2,27-04-2017 21:20,0.05332,1.24
69,27-04-2017 00:00,E,B,1.1,38.19,42.01,6.7,7.37,1,27-04-2017 21:21,0.0737,1.1
108,27-04-2017 00:00,E,C,3.44,28.33,97.46,4.5,15.48,2,27-04-2017 21:22,0.1548,3.44
98,27-04-2017 00:00,E,C,2,31.66,63.32,5.7,11.4,2,27-04-2017 21:23,0.114,2
25,27-04-2017 00:00,E,C,1.88,30.27,56.91,5.2,9.78,2,27-04-2017 21:23,0.09776,1.88
172,27-04-2017 00:00,E,C,1.46,27.77,40.54,4.3,6.28,2,27-04-2017 21:24,0.06278,1.46
86,27-04-2017 00:00,E,C,2.32,31.1,72.15,5.5,12.76,3,27-04-2017 21:25,0.1276,2.32
195,27-04-2017 00:00,E,C,11.06,29.16,322.51,4.8,53.09,3,27-04-2017 21:26,0.53088,11.06
41,27-04-2017 00:00,E,C,10.82,29.44,318.54,4.9,53.02,3,27-04-2017 21:27,0.53018,10.82
167,27-04-2017 00:00,E,C,22.1,28.6,632.06,4.6,101.66,4,27-04-2017 21:30,1.0166,22.1
82,27-04-2017 00:00,E,C,4.72,27.77,131.07,4.3,20.3,4,27-04-2017 21:32,0.20296,4.72
127,27-04-2017 00:00,E,C,2.22,29.99,66.58,5.1,11.32,4,27-04-2017 21:34,0.11322,2.22
157,27-04-2017 00:00,E,C,9.88,27.21,268.83,4.1,40.51,4,27-04-2017 21:35,0.40508,9.88
66,27-04-2017 00:00,E,C,12.9,26.94,347.53,4,51.6,4,27-04-2017 21:36,0.516,12.9
45,27-04-2017 00:00,E,C,1.36,28.33,38.53,4.5,6.12,4,27-04-2017 21:37,0.0612,1.36
173,27-04-2017 00:00,E,B,1.66,35.34,58.66,6.2,10.29,1,27-04-2017 21:47,0.10292,1.66
173,27-04-2017 00:00,E,C,4.66,28.6,133.28,4.6,21.44,5,27-04-2017 21:47,0.21436,4.66
120,27-04-2017 00:00,E,C,3.22,27.49,88.52,4.2,13.52,5,27-04-2017 21:48,0.13524,3.22
141,27-04-2017 00:00,E,B,4.6,43.89,201.89,7.7,35.42,1,27-04-2017 21:48,0.3542,4.6
17,27-04-2017 00:00,E,B,7.68,34.77,267.03,6.1,46.85,1,27-04-2017 21:49,0.46848,7.68
2,27-04-2017 00:00,E,C,2.02,29.16,58.9,4.8,9.7,5,27-04-2017 21:50,0.09696,2.02
50,27-04-2017 00:00,E,C,7.22,27.21,196.46,4.1,29.6,5,27-04-2017 21:52,0.29602,7.22
50,27-04-2017 00:00,E,C,17.64,26.38,465.34,3.8,67.03,5,27-04-2017 21:53,0.67032,17.64
112,27-04-2017 00:00,E,C,8,26.94,215.52,4,32,5,27-04-2017 21:53,0.32,8
113,27-04-2017 00:00,E,C,1.66,28.33,47.03,4.5,7.47,6,27-04-2017 21:54,0.0747,1.66
30,27-04-2017 00:00,E,C,6.24,26.94,168.11,4,24.96,6,27-04-2017 21:55,0.2496,6.24
205,27-04-2017 00:00,E,C,4.66,30.82,143.62,5.4,25.16,6,27-04-2017 21:56,0.25164,4.66
114,27-04-2017 00:00,E,B,4.58,34.77,159.25,6.1,27.94,1,27-04-2017 21:58,0.27938,4.58
77,27-04-2017 00:00,E,C,4.36,26.94,117.46,4,17.44,6,27-04-2017 21:59,0.1744,4.36
90,27-04-2017 00:00,E,C,2.62,28.88,75.67,4.7,12.31,6,27-04-2017 22:02,0.12314,2.62
59,27-04-2017 00:00,E,B,6.94,36.48,253.17,6.4,44.42,1,27-04-2017 22:07,0.44416,6.94
126,27-04-2017 00:00,E,C,7.86,29.99,235.72,5.1,40.09,6,27-04-2017 22:08,0.40086,7.86
137,27-04-2017 00:00,E,C,3.08,27.77,85.53,4.3,13.24,6,27-04-2017 22:09,0.13244,3.08
169,27-04-2017 00:00,E,C,8.68,28.6,248.25,4.6,39.93,7,27-04-2017 22:09,0.39928,8.68
65,27-04-2017 00:00,E,C,24.42,29.16,712.09,4.8,117.22,7,27-04-2017 22:11,1.17216,24.42
136,27-04-2017 00:00,E,B,6.58,47.31,311.3,8.3,54.61,1,27-04-2017 22:13,0.54614,6.58
136,27-04-2017 00:00,E,C,29.28,28.6,837.41,4.6,134.69,8,27-04-2017 22:14,1.34688,29.28
104,27-04-2017 00:00,E,C,3.84,28.6,109.82,4.6,17.66,8,27-04-2017 22:14,0.17664,3.84
36,27-04-2017 00:00,E,B,3.68,42.18,155.22,7.4,27.23,1,27-04-2017 22:18,0.27232,3.68
5,27-04-2017 00:00,E,B,12.36,34.77,429.76,6.1,75.4,2,27-04-2017 22:21,0.75396,12.36
1000,27-04-2017 00:00,E,C,294,28.6,8408.4,4.6,1352.4,15,27-04-2017 22:26,13.524,294
1000,27-04-2017 00:00,E,B,49.18,38.19,1878.18,6.7,329.51,3,27-04-2017 22:26,3.29506,49.18
43,28-04-2017 00:00,M,C,20.26,29.71,601.92,5,101.3,1,28-04-2017 09:36,1.013,20.26
47,28-04-2017 00:00,M,B,4.42,37.62,166.28,6.6,29.17,1,28-04-2017 09:37,0.29172,4.42
41,28-04-2017 00:00,M,C,7.8,31.1,242.58,5.5,42.9,1,28-04-2017 09:38,0.429,7.8
25,28-04-2017 00:00,M,C,2.14,29.71,63.58,5,10.7,1,28-04-2017 09:38,0.107,2.14
119,28-04-2017 00:00,M,C,12.28,28.33,347.89,4.5,55.26,2,28-04-2017 09:43,0.5526,12.28
119,28-04-2017 00:00,M,C,3.7,28.33,104.82,4.5,16.65,2,28-04-2017 09:44,0.1665,3.7
187,28-04-2017 00:00,M,C,2.6,27.21,70.75,4.1,10.66,2,28-04-2017 09:54,0.1066,2.6
117,28-04-2017 00:00,M,C,1.84,31.66,58.25,5.7,10.49,2,28-04-2017 09:54,0.10488,1.84
121,28-04-2017 00:00,M,C,1.62,31.1,50.38,5.5,8.91,2,28-04-2017 09:55,0.0891,1.62
127,28-04-2017 00:00,M,C,2.3,26.38,60.67,3.8,8.74,2,28-04-2017 09:57,0.0874,2.3
98,28-04-2017 00:00,M,B,2.72,34.77,94.57,6.1,16.59,1,28-04-2017 09:58,0.16592,2.72
128,10-05-2017 00:00,M,C,1.52,31.94,48.55,5.8,8.82,3,10-05-2017 09:57,0.08816,1.52
190,10-05-2017 00:00,M,C,1.18,28.88,34.08,4.7,5.55,3,10-05-2017 10:03,0.05546,1.18
47,10-05-2017 00:00,M,C,5.06,30.82,155.95,5.4,27.32,3,10-05-2017 10:04,0.27324,5.06
66,10-05-2017 00:00,M,C,13.72,27.49,377.16,4.2,57.62,3,10-05-2017 10:06,0.57624,13.72
123,10-05-2017 00:00,M,C,7.16,28.88,206.78,4.7,33.65,3,10-05-2017 10:07,0.33652,7.16
112,10-05-2017 00:00,M,C,6.42,26.94,172.95,4,25.68,4,10-05-2017 10:09,0.2568,6.42
197,10-05-2017 00:00,M,C,7.22,29.71,214.51,5,36.1,4,10-05-2017 10:15,0.361,7.22
76,10-05-2017 00:00,M,C,8.14,29.44,239.64,4.9,39.89,4,10-05-2017 10:17,0.39886,8.14
113,10-05-2017 00:00,M,C,3.5,27.77,97.2,4.3,15.05,4,10-05-2017 10:18,0.1505,3.5
205,10-05-2017 00:00,M,B,4.98,34.2,170.32,6,29.88,1,10-05-2017 10:19,0.2988,4.98
26,10-05-2017 00:00,M,C,1.18,25.27,29.82,3.4,4.01,4,10-05-2017 10:20,0.04012,1.18
86,10-05-2017 00:00,M,C,6.42,29.44,189,4.9,31.46,4,10-05-2017 10:21,0.31458,6.42
34,10-05-2017 00:00,M,B,1.92,62.7,120.38,11,21.12,1,10-05-2017 10:22,0.2112,1.92
17,10-05-2017 00:00,M,C,9.86,32.21,317.59,5.9,58.17,5,10-05-2017 10:23,0.58174,9.86
35,10-05-2017 00:00,M,B,2.16,48.45,104.65,8.5,18.36,1,10-05-2017 10:23,0.1836,2.16
167,10-05-2017 00:00,M,C,27.3,28.33,773.41,4.5,122.85,5,10-05-2017 10:25,1.2285,27.3
54,10-05-2017 00:00,M,C,2.98,27.21,81.09,4.1,12.22,6,10-05-2017 10:25,0.12218,2.98
157,10-05-2017 00:00,M,C,17.2,27.49,472.83,4.2,72.24,6,10-05-2017 10:26,0.7224,17.2
126,10-05-2017 00:00,M,C,11.4,28.6,326.04,4.6,52.44,6,10-05-2017 10:29,0.5244,11.4
71,27-04-2017 00:00,M,C,2.04,30.82,62.87,5.4,11.02,5,27-04-2017 10:31,0.11016,2.04
128,27-04-2017 00:00,M,C,1.96,32.21,63.13,5.9,11.56,5,27-04-2017 10:32,0.11564,1.96
113,27-04-2017 00:00,M,C,2.1,28.05,58.91,4.4,9.24,5,27-04-2017 10:33,0.0924,2.1
181,27-04-2017 00:00,M,C,4.3,26.38,113.43,3.8,16.34,5,27-04-2017 10:33,0.1634,4.3
205,27-04-2017 00:00,M,C,5.58,30.55,170.47,5.3,29.57,5,27-04-2017 10:37,0.29574,5.58
173,27-04-2017 00:00,M,B,2.68,35.91,96.24,6.3,16.88,1,27-04-2017 10:37,0.16884,2.68
173,27-04-2017 00:00,M,C,5.24,28.33,148.45,4.5,23.58,5,27-04-2017 10:38,0.2358,5.24
120,27-04-2017 00:00,M,C,3.8,27.21,103.4,4.1,15.58,5,27-04-2017 10:38,0.1558,3.8
112,27-04-2017 00:00,M,C,8.14,26.66,217.01,3.9,31.75,6,27-04-2017 10:40,0.31746,8.14
76,27-04-2017 00:00,M,C,17.62,29.71,523.49,5,88.1,6,27-04-2017 10:41,0.881,17.62
195,27-04-2017 00:00,M,B,12.58,36.48,458.92,6.4,80.51,1,27-04-2017 10:44,0.80512,12.58
126,27-04-2017 00:00,M,C,10.64,28.05,298.45,4.4,46.82,6,27-04-2017 10:44,0.46816,10.64
4,27-04-2017 00:00,M,B,9.16,37.62,344.6,6.6,60.46,1,27-04-2017 10:45,0.60456,9.16
197,27-04-2017 00:00,M,C,5.72,29.16,166.8,4.8,27.46,7,27-04-2017 10:45,0.27456,5.72
157,27-04-2017 00:00,M,C,10.1,27.21,274.82,4.1,41.41,7,27-04-2017 10:46,0.4141,10.1
34,27-04-2017 00:00,M,B,1.34,58.71,78.67,10.3,13.8,1,27-04-2017 10:47,0.13802,1.34
17,27-04-2017 00:00,M,C,8.58,30.27,259.72,5.2,44.62,7,27-04-2017 10:48,0.44616,8.58
27,27-04-2017 00:00,M,C,4.36,31.1,135.6,5.5,23.98,7,27-04-2017 10:48,0.2398,4.36
42,28-04-2017 00:00,M,C,10.66,29.44,313.83,4.9,52.23,2,28-04-2017 09:59,0.52234,10.66
14,28-04-2017 00:00,M,C,3.96,31.94,126.48,5.8,22.97,2,28-04-2017 10:00,0.22968,3.96
25,28-04-2017 00:00,M,C,0,0,0,2,0,2,01-05-2017 09:23,0,0
26,28-04-2017 00:00,M,C,2.6,27.21,70.75,4.1,10.66,2,28-04-2017 10:06,0.1066,2.6
90,28-04-2017 00:00,M,C,2.52,30.55,76.99,5.3,13.36,3,28-04-2017 10:09,0.13356,2.52
40,28-04-2017 00:00,M,C,4.42,26.94,119.07,4,17.68,3,28-04-2017 10:10,0.1768,4.42
46,28-04-2017 00:00,M,C,2.18,29.44,64.18,4.9,10.68,3,28-04-2017 10:10,0.10682,2.18
181,28-04-2017 00:00,M,C,4.92,28.33,139.38,4.5,22.14,3,28-04-2017 10:12,0.2214,4.92
35,28-04-2017 00:00,M,B,2.62,48.45,126.94,8.5,22.27,1,28-04-2017 10:13,0.2227,2.62
123,28-04-2017 00:00,M,C,3.18,31.94,101.57,5.8,18.44,3,28-04-2017 10:13,0.18444,3.18
113,28-04-2017 00:00,M,C,1.92,26.94,51.72,4,7.68,3,28-04-2017 10:14,0.0768,1.92
190,28-04-2017 00:00,M,C,1.56,29.44,45.93,4.9,7.64,3,28-04-2017 10:14,0.07644,1.56
114,28-04-2017 00:00,M,C,2.32,28.33,65.73,4.5,10.44,3,28-04-2017 10:15,0.1044,2.32
205,28-04-2017 00:00,M,C,5.62,29.71,166.97,5,28.1,3,28-04-2017 10:16,0.281,5.62
21,28-04-2017 00:00,M,B,1.88,39.9,75.01,7,13.16,1,28-04-2017 10:17,0.1316,1.88
202,28-04-2017 00:00,M,B,3.8,34.77,132.13,6.1,23.18,1,28-04-2017 10:18,0.2318,3.8
54,28-04-2017 00:00,M,C,2.66,28.05,74.61,4.4,11.7,3,28-04-2017 10:22,0.11704,2.66
45,28-04-2017 00:00,M,C,1.68,29.44,49.46,4.9,8.23,3,28-04-2017 10:25,0.08232,1.68
63,28-04-2017 00:00,M,C,13.72,26.1,358.09,3.7,50.76,7,28-04-2017 10:46,0.50764,13.72
27,28-04-2017 00:00,M,C,4.58,29.44,134.84,4.9,22.44,7,28-04-2017 10:47,0.22442,4.58
59,28-04-2017 00:00,M,C,6.96,30.27,210.68,5.2,36.19,7,28-04-2017 10:48,0.36192,6.96
5,28-04-2017 00:00,M,B,16.8,49.02,823.54,8.6,144.48,2,28-04-2017 10:49,1.4448,16.8
169,28-04-2017 00:00,M,C,10.6,28.05,297.33,4.4,46.64,7,28-04-2017 10:49,0.4664,10.6
137,28-04-2017 00:00,M,C,2.9,26.66,77.31,3.9,11.31,7,28-04-2017 10:50,0.1131,2.9
4,28-04-2017 00:00,M,B,9.32,37.05,345.31,6.5,60.58,2,28-04-2017 10:50,0.6058,9.32
65,28-04-2017 00:00,M,C,16.74,28.33,474.24,4.5,75.33,8,28-04-2017 10:51,0.7533,16.74
126,28-04-2017 00:00,M,C,10.38,28.88,299.77,4.7,48.79,8,28-04-2017 10:51,0.48786,10.38
76,28-04-2017 00:00,M,C,20.38,30.55,622.61,5.3,108.01,8,28-04-2017 10:54,1.08014,20.38
136,28-04-2017 00:00,M,B,11.14,41.61,463.54,7.3,81.32,2,28-04-2017 10:56,0.81322,11.14
1000,28-04-2017 00:00,M,B,73.1,41.61,3041.69,7.3,533.63,4,28-04-2017 10:58,5.3363,73.1
1000,28-04-2017 00:00,M,C,316.5,28.88,9140.52,4.7,1487.55,16,28-04-2017 10:59,14.8755,316.5
119,28-04-2017 00:00,E,C,11.62,29.71,345.23,5,58.1,1,28-04-2017 20:50,0.581,11.62
124,28-04-2017 00:00,E,C,2.44,30.55,74.54,5.3,12.93,1,28-04-2017 20:51,0.12932,2.44
210,28-04-2017 00:00,E,C,1.08,28.33,30.6,4.5,4.86,1,28-04-2017 20:52,0.0486,1.08
167,28-04-2017 00:00,E,C,21.54,28.88,622.08,4.7,101.24,1,28-04-2017 20:53,1.01238,21.54
25,28-04-2017 00:00,E,C,2.04,29.16,59.49,4.8,9.79,1,28-04-2017 20:55,0.09792,2.04
181,28-04-2017 00:00,E,C,4.46,26.94,120.15,4,17.84,2,28-04-2017 20:56,0.1784,4.46
111,28-04-2017 00:00,E,C,4.3,29.16,125.39,4.8,20.64,2,28-04-2017 21:01,0.2064,4.3
42,28-04-2017 00:00,E,C,9.64,30.82,297.1,5.4,52.06,2,28-04-2017 21:01,0.52056,9.64
113,28-04-2017 00:00,E,C,1.32,29.71,39.22,5,6.6,2,28-04-2017 21:02,0.066,1.32
76,28-04-2017 00:00,E,C,12.54,28.33,355.26,4.5,56.43,2,28-04-2017 21:04,0.5643,12.54
79,28-04-2017 00:00,E,C,1.86,26.38,49.07,3.8,7.07,2,28-04-2017 21:05,0.07068,1.86
126,28-04-2017 00:00,E,C,7.72,28.6,220.79,4.6,35.51,2,28-04-2017 21:06,0.35512,7.72
98,28-04-2017 00:00,E,B,2.12,35.34,74.92,6.2,13.14,1,28-04-2017 21:06,0.13144,2.12
77,28-04-2017 00:00,E,C,4.58,27.21,124.62,4.1,18.78,3,28-04-2017 21:10,0.18778,4.58
40,28-04-2017 00:00,E,C,4.02,26.94,108.3,4,16.08,3,28-04-2017 21:15,0.1608,4.02
41,28-04-2017 00:00,E,C,9.98,30.55,304.89,5.3,52.89,3,28-04-2017 21:16,0.52894,9.98
122,28-04-2017 00:00,E,C,1.14,30.55,34.83,5.3,6.04,3,28-04-2017 21:16,0.06042,1.14
127,28-04-2017 00:00,E,C,2.98,27.21,81.09,4.1,12.22,3,28-04-2017 21:19,0.12218,2.98
173,28-04-2017 00:00,E,C,1.66,31.94,53.02,5.8,9.63,3,28-04-2017 21:20,0.09628,1.66
173,28-04-2017 00:00,E,C,4.56,27.77,126.63,4.3,19.61,3,28-04-2017 21:20,0.19608,4.56
120,28-04-2017 00:00,E,C,3.18,28.05,89.2,4.4,13.99,3,28-04-2017 21:21,0.13992,3.18
26,28-04-2017 00:00,E,C,2.12,30.82,65.34,5.4,11.45,3,28-04-2017 21:21,0.11448,2.12
69,28-04-2017 00:00,E,B,1.12,40.47,45.33,7.1,7.95,1,28-04-2017 21:23,0.07952,1.12
157,28-04-2017 00:00,E,C,9.72,27.21,264.48,4.1,39.85,4,28-04-2017 21:24,0.39852,9.72
115,28-04-2017 00:00,E,C,1.56,28.33,44.19,4.5,7.02,4,28-04-2017 21:26,0.0702,1.56
59,28-04-2017 00:00,E,B,5.2,35.91,186.73,6.3,32.76,1,28-04-2017 22:11,0.3276,5.2
169,28-04-2017 00:00,E,C,9.16,28.88,264.54,4.7,43.05,7,28-04-2017 22:13,0.43052,9.16
137,28-04-2017 00:00,E,C,3.28,28.05,92,4.4,14.43,7,28-04-2017 22:13,0.14432,3.28
50,28-04-2017 00:00,E,C,24.66,27.49,677.9,4.2,103.57,7,28-04-2017 22:15,1.03572,24.66
136,28-04-2017 00:00,E,B,10.28,46.17,474.63,8.1,83.27,1,28-04-2017 22:16,0.83268,10.28
104,28-04-2017 00:00,E,C,11.34,28.88,327.5,4.7,53.3,8,28-04-2017 22:18,0.53298,11.34
1000,28-04-2017 00:00,E,B,29.12,41.04,1195.08,7.2,209.66,2,29-04-2017 09:39,2.09664,29.12
1000,28-04-2017 00:00,E,C,288,28.6,8236.8,4.6,1324.8,15,29-04-2017 09:39,13.248,288
43,29-04-2017 00:00,M,C,20.3,29.71,603.11,5,101.5,1,29-04-2017 09:41,1.015,20.3
127,29-04-2017 00:00,M,C,3.28,28.88,94.73,4.7,15.42,1,29-04-2017 09:42,0.15416,3.28
26,29-04-2017 00:00,M,C,2.1,26.38,55.4,3.8,7.98,1,29-04-2017 09:42,0.0798,2.1
119,29-04-2017 00:00,M,C,13.22,28.6,378.09,4.6,60.81,1,29-04-2017 09:46,0.60812,13.22
66,29-04-2017 00:00,M,C,11.46,28.6,327.76,4.6,52.72,2,29-04-2017 09:50,0.52716,11.46
202,29-04-2017 00:00,M,C,3.1,27.21,84.35,4.1,12.71,2,29-04-2017 09:50,0.1271,3.1
121,29-04-2017 00:00,M,C,1.42,32.21,45.74,5.9,8.38,2,29-04-2017 09:51,0.08378,1.42
187,29-04-2017 00:00,M,B,0,0,0,2,0,1,01-05-2017 09:23,0,0
46,29-04-2017 00:00,M,C,2.1,28.05,58.91,4.4,9.24,2,29-04-2017 09:52,0.0924,2.1
117,29-04-2017 00:00,M,C,2.12,31.94,67.71,5.8,12.3,2,29-04-2017 09:52,0.12296,2.12
40,29-04-2017 00:00,M,C,4.84,28.05,135.76,4.4,21.3,2,29-04-2017 09:53,0.21296,4.84
187,29-04-2017 00:00,M,C,2.1,27.77,58.32,4.3,9.03,2,29-04-2017 09:54,0.0903,2.1
98,29-04-2017 00:00,M,C,2.64,31.94,84.32,5.8,15.31,2,29-04-2017 09:55,0.15312,2.64
41,29-04-2017 00:00,M,C,8.18,32.21,263.48,5.9,48.26,2,29-04-2017 09:56,0.48262,8.18
167,29-04-2017 00:00,M,B,4.32,35.34,152.67,6.2,26.78,1,29-04-2017 10:05,0.26784,4.32
167,29-04-2017 00:00,M,C,20.2,27.21,549.64,4.1,82.82,3,29-04-2017 10:06,0.8282,20.2
45,29-04-2017 00:00,M,C,1.06,28.05,29.73,4.4,4.66,3,29-04-2017 10:07,0.04664,1.06
190,29-04-2017 00:00,M,C,1.28,30.82,39.45,5.4,6.91,3,29-04-2017 10:08,0.06912,1.28
90,29-04-2017 00:00,M,C,2.9,28.6,82.94,4.6,13.34,3,29-04-2017 10:12,0.1334,2.9
42,29-04-2017 00:00,M,C,10.24,30.27,309.96,5.2,53.25,3,29-04-2017 10:14,0.53248,10.24
25,29-04-2017 00:00,M,C,2.36,27.77,65.54,4.3,10.15,3,29-04-2017 10:14,0.10148,2.36
34,29-04-2017 00:00,M,B,1.58,64.98,102.67,11.4,18.01,1,29-04-2017 10:19,0.18012,1.58
47,29-04-2017 00:00,M,B,4.6,36.48,167.81,6.4,29.44,1,29-04-2017 10:19,0.2944,4.6
113,29-04-2017 00:00,M,C,2.44,27.49,67.08,4.2,10.25,3,29-04-2017 10:22,0.10248,2.44
181,29-04-2017 00:00,M,C,6.38,28.6,182.47,4.6,29.35,4,29-04-2017 10:27,0.29348,6.38
197,29-04-2017 00:00,M,C,5.98,28.88,172.7,4.7,28.11,4,29-04-2017 10:28,0.28106,5.98
123,29-04-2017 00:00,M,C,1.92,31.38,60.25,5.6,10.75,4,29-04-2017 10:30,0.10752,1.92
14,29-04-2017 00:00,M,C,2.46,31.94,78.57,5.8,14.27,4,29-04-2017 10:32,0.14268,2.46
35,29-04-2017 00:00,M,B,2.18,52.44,114.32,9.2,20.06,1,29-04-2017 10:35,0.20056,2.18
50,29-04-2017 00:00,M,C,8.52,30.55,260.29,5.3,45.16,4,29-04-2017 10:35,0.45156,8.52
50,29-04-2017 00:00,M,C,16.26,30.55,496.74,5.3,86.18,4,29-04-2017 10:36,0.86178,16.26
86,29-04-2017 00:00,M,C,4.26,29.16,124.22,4.8,20.45,5,29-04-2017 10:37,0.20448,4.26
21,29-04-2017 00:00,M,B,1.9,38.76,73.64,6.8,12.92,1,29-04-2017 10:38,0.1292,1.9
132,29-04-2017 00:00,M,C,3.1,26.66,82.65,3.9,12.09,5,29-04-2017 10:39,0.1209,3.1
30,29-04-2017 00:00,M,C,13.2,27.77,366.56,4.3,56.76,5,29-04-2017 10:41,0.5676,13.2
195,29-04-2017 00:00,M,C,11.7,29.44,344.45,4.9,57.33,5,29-04-2017 10:42,0.5733,11.7
173,29-04-2017 00:00,M,C,4.82,27.77,133.85,4.3,20.73,5,29-04-2017 10:43,0.20726,4.82
173,29-04-2017 00:00,M,C,3.02,31.94,96.46,5.8,17.52,5,29-04-2017 10:44,0.17516,3.02
120,29-04-2017 00:00,M,C,3.84,26.94,103.45,4,15.36,6,29-04-2017 10:44,0.1536,3.84
27,29-04-2017 00:00,M,C,4.42,29.16,128.89,4.8,21.22,6,29-04-2017 10:44,0.21216,4.42
76,29-04-2017 00:00,M,C,21.38,30.55,653.16,5.3,113.31,6,29-04-2017 10:46,1.13314,21.38
65,29-04-2017 00:00,M,C,17.86,27.77,495.97,4.3,76.8,7,29-04-2017 10:47,0.76798,17.86
59,29-04-2017 00:00,M,C,5.72,30.82,176.29,5.4,30.89,7,29-04-2017 10:47,0.30888,5.72
205,29-04-2017 00:00,M,C,5.68,30.55,173.52,5.3,30.1,7,29-04-2017 10:49,0.30104,5.68
71,29-04-2017 00:00,M,C,4.12,28.88,118.99,4.7,19.36,7,29-04-2017 10:50,0.19364,4.12
4,29-04-2017 00:00,M,B,9.12,37.05,337.9,6.5,59.28,1,29-04-2017 10:50,0.5928,9.12
17,29-04-2017 00:00,M,C,7.98,31.94,254.88,5.8,46.28,7,29-04-2017 10:51,0.46284,7.98
98,29-04-2017 00:00,E,B,2.24,38.19,85.55,6.7,15.01,1,29-04-2017 21:18,0.15008,2.24
40,29-04-2017 00:00,E,C,2.34,28.05,65.64,4.4,10.3,3,29-04-2017 21:20,0.10296,2.34
86,29-04-2017 00:00,E,B,2.4,34.77,83.45,6.1,14.64,1,29-04-2017 21:21,0.1464,2.4
41,29-04-2017 00:00,E,C,9.88,30.27,299.07,5.2,51.38,3,29-04-2017 21:21,0.51376,9.88
127,29-04-2017 00:00,E,C,2.34,29.44,68.89,4.9,11.47,3,29-04-2017 21:22,0.11466,2.34
173,29-04-2017 00:00,E,B,1.52,35.34,53.72,6.2,9.42,1,29-04-2017 21:27,0.09424,1.52
173,29-04-2017 00:00,E,C,4.4,27.77,122.19,4.3,18.92,3,29-04-2017 21:27,0.1892,4.4
116,29-04-2017 00:00,E,B,1.68,50.73,85.23,8.9,14.95,1,29-04-2017 21:28,0.14952,1.68
120,29-04-2017 00:00,E,C,2.92,29.16,85.15,4.8,14.02,3,29-04-2017 21:28,0.14016,2.92
108,29-04-2017 00:00,E,C,2.66,31.66,84.22,5.7,15.16,3,29-04-2017 21:31,0.15162,2.66
172,29-04-2017 00:00,E,C,1.38,29.44,40.63,4.9,6.76,3,29-04-2017 21:32,0.06762,1.38
210,29-04-2017 00:00,E,C,1.52,24.44,37.15,3.1,4.71,3,29-04-2017 21:34,0.04712,1.52
141,29-04-2017 00:00,E,C,4.06,30.82,125.13,5.4,21.92,3,29-04-2017 21:36,0.21924,4.06
195,29-04-2017 00:00,E,C,10.44,29.44,307.35,4.9,51.16,4,29-04-2017 21:38,0.51156,10.44
115,29-04-2017 00:00,E,C,0.92,29.16,26.83,4.8,4.42,4,29-04-2017 21:39,0.04416,0.92
45,29-04-2017 00:00,E,C,1.04,28.88,30.04,4.7,4.89,4,29-04-2017 21:41,0.04888,1.04
82,29-04-2017 00:00,E,C,3.64,28.88,105.12,4.7,17.11,4,29-04-2017 21:43,0.17108,3.64
90,29-04-2017 00:00,E,C,3.08,28.33,87.26,4.5,13.86,4,29-04-2017 21:44,0.1386,3.08
26,29-04-2017 00:00,E,C,2.3,31.1,71.53,5.5,12.65,4,29-04-2017 21:46,0.1265,2.3
86,28-04-2017 00:00,M,C,4,28.6,114.4,4.6,18.4,3,28-04-2017 10:26,0.184,4
128,28-04-2017 00:00,M,C,1.68,31.1,52.25,5.5,9.24,3,28-04-2017 10:26,0.0924,1.68
157,28-04-2017 00:00,M,C,10.28,27.49,282.6,4.2,43.18,4,28-04-2017 10:30,0.43176,10.28
112,28-04-2017 00:00,M,C,10.1,27.77,280.48,4.3,43.43,4,28-04-2017 10:31,0.4343,10.1
34,28-04-2017 00:00,M,B,1.34,59.28,79.44,10.4,13.94,1,28-04-2017 10:32,0.13936,1.34
17,28-04-2017 00:00,M,C,8.42,29.44,247.88,4.9,41.26,4,28-04-2017 10:33,0.41258,8.42
197,28-04-2017 00:00,M,C,5.36,29.44,157.8,4.9,26.26,4,28-04-2017 10:33,0.26264,5.36
167,28-04-2017 00:00,M,B,4.52,36.48,164.89,6.4,28.93,1,28-04-2017 10:35,0.28928,4.52
167,28-04-2017 00:00,M,C,21.82,27.77,605.94,4.3,93.83,5,28-04-2017 10:35,0.93826,21.82
132,28-04-2017 00:00,M,C,3.44,26.94,92.67,4,13.76,5,28-04-2017 10:38,0.1376,3.44
71,28-04-2017 00:00,M,C,3.18,30.82,98.01,5.4,17.17,5,28-04-2017 10:38,0.17172,3.18
66,28-04-2017 00:00,M,C,13.38,27.49,367.82,4.2,56.2,5,28-04-2017 10:39,0.56196,13.38
