Farmer Code,Date,Shift,Cow/Buff,Qty,Rate,Amount,Fat,KiloFat = Qty * Fat,CanNo,EntryDt,c_KiloFat,c_KiloQty
143,29-09-2017 00:00,E,C,1.76,32.63,57.43,5.1,8.98,4,29-09-2017 21:37,0.08976,1.76
43,29-09-2017 00:00,E,C,10.12,32.63,330.22,5.1,51.61,4,29-09-2017 21:39,0.51612,10.12
17,29-09-2017 00:00,E,C,6.8,31.42,213.66,4.7,31.96,4,29-09-2017 21:41,0.3196,6.8
73,29-09-2017 00:00,E,C,3.02,26.89,81.21,3.2,9.66,4,29-09-2017 21:43,0.09664,3.02
82,29-09-2017 00:00,E,C,4,30.51,122.04,4.4,17.6,4,29-09-2017 21:44,0.176,4
113,29-09-2017 00:00,E,C,4.48,31.42,140.76,4.7,21.06,5,29-09-2017 21:48,0.21056,4.48
142,29-09-2017 00:00,E,C,2.98,29.61,88.24,4.1,12.22,5,29-09-2017 21:49,0.12218,2.98
96,29-09-2017 00:00,E,C,11.04,32.63,360.24,5.1,56.3,5,29-09-2017 21:50,0.56304,11.04
2,29-09-2017 00:00,E,B,1.08,45.88,49.55,7.4,7.99,1,29-09-2017 21:55,0.07992,1.08
4,29-09-2017 00:00,E,B,10.56,45.26,477.95,7.3,77.09,2,29-09-2017 21:57,0.77088,10.56
65,29-09-2017 00:00,E,C,17.52,32.93,576.93,5.2,91.1,5,29-09-2017 22:00,0.91104,17.52
137,29-09-2017 00:00,E,C,1.66,30.51,50.65,4.4,7.3,5,29-09-2017 22:01,0.07304,1.66
169,29-09-2017 00:00,E,C,11.26,29.91,336.79,4.2,47.29,6,29-09-2017 22:01,0.47292,11.26
158,29-09-2017 00:00,E,C,6.26,32.32,202.32,5,31.3,6,29-09-2017 22:02,0.313,6.26
36,29-09-2017 00:00,E,C,5.58,31.72,177,4.8,26.78,6,29-09-2017 22:03,0.26784,5.58
68,29-09-2017 00:00,E,C,18.14,34.44,624.74,5.7,103.4,6,29-09-2017 22:05,1.03398,18.14
136,29-09-2017 00:00,E,C,16.9,31.12,525.93,4.6,77.74,7,29-09-2017 22:05,0.7774,16.9
136,29-09-2017 00:00,E,B,16.52,40.3,665.76,6.5,107.38,2,29-09-2017 22:07,1.0738,16.52
1000,29-09-2017 00:00,E,C,255.46,31.72,8103.19,4.8,1226.21,13,29-09-2017 22:07,12.26208,255.46
1000,29-09-2017 00:00,E,B,63.06,40.3,2541.32,6.5,409.89,4,29-09-2017 22:07,4.0989,63.06
21,30-09-2017 00:00,M,C,5.92,28.1,166.35,3.6,21.31,1,30-09-2017 09:22,0.21312,5.92
93,30-09-2017 00:00,M,C,3.44,29,99.76,3.9,13.42,1,30-09-2017 09:23,0.13416,3.44
98,30-09-2017 00:00,M,C,1.66,35.04,58.17,5.9,9.79,1,30-09-2017 09:28,0.09794,1.66
190,30-09-2017 00:00,M,C,1.56,31.42,49.02,4.7,7.33,1,30-09-2017 09:30,0.07332,1.56
147,30-09-2017 00:00,M,C,9.64,32.32,311.56,5,48.2,1,30-09-2017 09:31,0.482,9.64
129,30-09-2017 00:00,M,C,0.94,32.02,30.1,4.9,4.61,1,30-09-2017 09:36,0.04606,0.94
150,30-09-2017 00:00,M,C,2.82,26.58,74.96,3.1,8.74,1,30-09-2017 09:37,0.08742,2.82
47,30-09-2017 00:00,M,C,2.5,29,72.5,3.9,9.75,1,30-09-2017 09:38,0.0975,2.5
90,30-09-2017 00:00,M,C,1.64,31.72,52.02,4.8,7.87,1,30-09-2017 09:40,0.07872,1.64
41,30-09-2017 00:00,M,C,5.04,34.44,173.58,5.7,28.73,1,30-09-2017 09:42,0.28728,5.04
139,30-09-2017 00:00,M,C,1.18,29.91,35.29,4.2,4.96,1,30-09-2017 09:48,0.04956,1.18
131,30-09-2017 00:00,M,C,3.34,30.81,102.91,4.5,15.03,1,30-09-2017 09:49,0.1503,3.34
119,30-09-2017 00:00,M,C,8.16,33.84,276.13,5.5,44.88,2,30-09-2017 09:49,0.4488,8.16
25,30-09-2017 00:00,M,C,2.18,32.32,70.46,5,10.9,2,30-09-2017 09:50,0.109,2.18
143,30-09-2017 00:00,M,C,1.88,30.81,57.92,4.5,8.46,2,30-09-2017 09:51,0.0846,1.88
116,30-09-2017 00:00,M,B,2.76,37.2,102.67,6,16.56,1,30-09-2017 09:52,0.1656,2.76
115,30-09-2017 00:00,M,B,3.08,37.2,114.58,6,18.48,1,30-09-2017 09:57,0.1848,3.08
42,30-09-2017 00:00,M,C,11.46,30.81,353.08,4.5,51.57,2,30-09-2017 09:58,0.5157,11.46
125,30-09-2017 00:00,M,C,3.5,34.44,120.54,5.7,19.95,2,30-09-2017 09:59,0.1995,3.5
181,30-09-2017 00:00,M,B,8.96,37.2,333.31,6,53.76,1,30-09-2017 10:02,0.5376,8.96
181,30-09-2017 00:00,M,C,9.56,29,277.24,3.9,37.28,2,30-09-2017 10:03,0.37284,9.56
144,30-09-2017 00:00,M,C,6.16,32.02,197.24,4.9,30.18,3,30-09-2017 10:04,0.30184,6.16
173,30-09-2017 00:00,M,C,9.02,31.72,286.11,4.8,43.3,3,30-09-2017 10:06,0.43296,9.02
120,30-09-2017 00:00,M,C,2.12,31.42,66.61,4.7,9.96,3,30-09-2017 10:06,0.09964,2.12
148,30-09-2017 00:00,M,C,7.66,30.51,233.71,4.4,33.7,3,30-09-2017 10:15,0.33704,7.66
34,30-09-2017 00:00,M,B,1.78,68.82,122.5,11.1,19.76,1,30-09-2017 10:16,0.19758,1.78
112,30-09-2017 00:00,M,C,8.56,33.53,287.02,5.4,46.22,3,30-09-2017 10:18,0.46224,8.56
76,30-09-2017 00:00,M,C,3.24,35.04,113.53,5.9,19.12,3,30-09-2017 10:20,0.19116,3.24
86,30-09-2017 00:00,M,C,3.04,32.63,99.2,5.1,15.5,3,30-09-2017 10:21,0.15504,3.04
205,30-09-2017 00:00,M,C,2.98,32.02,95.42,4.9,14.6,3,30-09-2017 10:22,0.14602,2.98
149,30-09-2017 00:00,M,C,2.4,32.02,76.85,4.9,11.76,4,30-09-2017 10:23,0.1176,2.4
40,30-09-2017 00:00,M,C,2.24,31.42,70.38,4.7,10.53,4,30-09-2017 10:24,0.10528,2.24
74,30-09-2017 00:00,M,C,5.1,31.12,158.71,4.6,23.46,4,30-09-2017 10:25,0.2346,5.1
169,30-09-2017 00:00,M,C,17.1,30.51,521.72,4.4,75.24,4,30-09-2017 10:26,0.7524,17.1
137,30-09-2017 00:00,M,C,9.6,34.14,327.74,5.6,53.76,4,30-09-2017 10:27,0.5376,9.6
35,30-09-2017 00:00,M,B,2.1,49.6,104.16,8,16.8,1,30-09-2017 10:27,0.168,2.1
59,30-09-2017 00:00,M,C,6.28,27.49,172.64,3.4,21.35,5,30-09-2017 10:29,0.21352,6.28
123,30-09-2017 00:00,M,C,2.34,33.53,78.46,5.4,12.64,5,30-09-2017 10:31,0.12636,2.34
96,30-09-2017 00:00,M,C,11.36,31.12,353.52,4.6,52.26,5,30-09-2017 10:32,0.52256,11.36
63,30-09-2017 00:00,M,C,14.78,30.21,446.5,4.3,63.55,5,30-09-2017 10:33,0.63554,14.78
158,30-09-2017 00:00,M,C,12.16,34.74,422.44,5.8,70.53,6,30-09-2017 10:34,0.70528,12.16
113,30-09-2017 00:00,M,C,5.7,32.32,184.22,5,28.5,6,30-09-2017 10:35,0.285,5.7
66,30-09-2017 00:00,M,C,9.06,31.12,281.95,4.6,41.68,6,30-09-2017 10:36,0.41676,9.06
126,30-09-2017 00:00,M,B,2.12,46.5,98.58,7.5,15.9,1,30-09-2017 10:36,0.159,2.12
126,30-09-2017 00:00,M,C,5.56,31.72,176.36,4.8,26.69,6,30-09-2017 10:37,0.26688,5.56
167,30-09-2017 00:00,M,C,26.02,30.21,786.06,4.3,111.89,7,30-09-2017 10:38,1.11886,26.02
142,30-09-2017 00:00,M,C,3.04,30.21,91.84,4.3,13.07,7,30-09-2017 10:40,0.13072,3.04
5,30-09-2017 00:00,M,B,10.04,37.82,379.71,6.1,61.24,1,30-09-2017 10:41,0.61244,10.04
50,30-09-2017 00:00,M,C,19.14,30.51,583.96,4.4,84.22,7,30-09-2017 10:42,0.84216,19.14
136,30-09-2017 00:00,M,B,17.36,45.26,785.71,7.3,126.73,2,30-09-2017 10:43,1.26728,17.36
136,30-09-2017 00:00,M,C,29.66,31.12,923.02,4.6,136.44,8,30-09-2017 10:44,1.36436,29.66
24,30-09-2017 00:00,M,B,5.16,47.12,243.14,7.6,39.22,2,30-09-2017 10:44,0.39216,5.16
195,30-09-2017 00:00,M,C,2.24,31.42,70.38,4.7,10.53,8,30-09-2017 10:45,0.10528,2.24
195,30-09-2017 00:00,M,C,21.88,33.53,733.64,5.4,118.15,9,30-09-2017 10:46,1.18152,21.88
17,30-09-2017 00:00,M,C,7.58,31.72,240.44,4.8,36.38,9,30-09-2017 10:46,0.36384,7.58
68,30-09-2017 00:00,M,B,10.22,42.78,437.21,6.9,70.52,2,30-09-2017 10:47,0.70518,10.22
1000,30-09-2017 00:00,M,C,332.44,31.42,10445.26,4.7,1562.47,17,30-09-2017 10:48,15.62468,332.44
1000,30-09-2017 00:00,M,B,63.58,42.78,2719.95,6.9,438.7,4,30-09-2017 10:48,4.38702,63.58
134,30-09-2017 00:00,E,C,1.12,31.12,34.85,4.6,5.15,1,30-09-2017 20:12,0.05152,1.12
90,30-09-2017 00:00,E,C,1.06,31.12,32.99,4.6,4.88,1,30-09-2017 20:13,0.04876,1.06
119,30-09-2017 00:00,E,B,4.54,40.92,185.78,6.6,29.96,1,30-09-2017 20:13,0.29964,4.54
14,30-09-2017 00:00,E,C,4.34,32.93,142.92,5.2,22.57,1,30-09-2017 20:14,0.22568,4.34
125,30-09-2017 00:00,E,B,1.9,39.68,75.39,6.4,12.16,1,30-09-2017 20:17,0.1216,1.9
127,30-09-2017 00:00,E,B,1.24,38.44,47.67,6.2,7.69,1,30-09-2017 20:18,0.07688,1.24
146,30-09-2017 00:00,E,C,1.04,29.3,30.47,4,4.16,1,30-09-2017 20:23,0.0416,1.04
157,30-09-2017 00:00,E,C,2.72,32.32,87.91,5,13.6,1,30-09-2017 20:30,0.136,2.72
59,30-09-2017 00:00,E,C,2.16,32.63,70.48,5.1,11.02,1,30-09-2017 20:31,0.11016,2.16
105,30-09-2017 00:00,E,C,1.28,31.42,40.22,4.7,6.02,1,30-09-2017 20:33,0.06016,1.28
150,30-09-2017 00:00,E,C,2.04,28.4,57.94,3.7,7.55,1,30-09-2017 20:34,0.07548,2.04
143,30-09-2017 00:00,E,C,1.84,31.12,57.26,4.6,8.46,1,30-09-2017 20:35,0.08464,1.84
38,30-09-2017 00:00,E,C,1.36,26.89,36.57,3.2,4.35,1,30-09-2017 20:44,0.04352,1.36
71,30-09-2017 00:00,E,C,2.2,34.14,75.11,5.6,12.32,1,30-09-2017 20:49,0.1232,2.2
103,30-09-2017 00:00,E,C,0.62,35.04,21.72,5.9,3.66,1,30-09-2017 20:57,0.03658,0.62
108,30-09-2017 00:00,E,C,2.82,34.14,96.27,5.6,15.79,1,30-09-2017 20:59,0.15792,2.82
173,30-09-2017 00:00,E,C,5.7,30.81,175.62,4.5,25.65,1,30-09-2017 20:59,0.2565,5.7
120,30-09-2017 00:00,E,C,1.46,31.12,45.44,4.6,6.72,1,30-09-2017 21:00,0.06716,1.46
137,30-09-2017 00:00,E,C,2.08,30.21,62.84,4.3,8.94,1,30-09-2017 21:01,0.08944,2.08
169,30-09-2017 00:00,E,C,6.48,29,187.92,3.9,25.27,2,30-09-2017 21:02,0.25272,6.48
42,30-09-2017 00:00,E,C,9.86,31.12,306.84,4.6,45.36,2,30-09-2017 21:05,0.45356,9.86
124,30-09-2017 00:00,E,B,0.9,37.82,34.04,6.1,5.49,1,30-09-2017 21:06,0.0549,0.9
148,30-09-2017 00:00,E,C,6.66,31.42,209.26,4.7,31.3,2,30-09-2017 21:06,0.31302,6.66
149,30-09-2017 00:00,E,C,1.7,30.81,52.38,4.5,7.65,2,30-09-2017 21:07,0.0765,1.7
141,30-09-2017 00:00,E,B,1.88,46.5,87.42,7.5,14.1,1,30-09-2017 21:11,0.141,1.88
111,30-09-2017 00:00,E,C,5.36,29.61,158.71,4.1,21.98,2,30-09-2017 21:12,0.21976,5.36
30,30-09-2017 00:00,E,C,3.96,29.3,116.03,4,15.84,2,30-09-2017 21:13,0.1584,3.96
114,30-09-2017 00:00,E,C,15.62,28.7,448.29,3.8,59.36,3,30-09-2017 21:14,0.59356,15.62
172,30-09-2017 00:00,E,C,0.84,33.84,28.43,5.5,4.62,3,30-09-2017 21:16,0.0462,0.84
82,30-09-2017 00:00,E,C,2.6,34.14,88.76,5.6,14.56,3,30-09-2017 21:17,0.1456,2.6
25,30-09-2017 00:00,E,B,0.98,43.4,42.53,7,6.86,1,30-09-2017 21:21,0.0686,0.98
86,30-09-2017 00:00,E,B,1.58,37.82,59.76,6.1,9.64,1,30-09-2017 21:21,0.09638,1.58
41,30-09-2017 00:00,E,B,5.44,39.06,212.49,6.3,34.27,1,30-09-2017 21:22,0.34272,5.44
17,30-09-2017 00:00,E,C,6.36,32.32,205.56,5,31.8,3,30-09-2017 21:25,0.318,6.36
66,30-09-2017 00:00,E,C,5.6,31.72,177.63,4.8,26.88,3,30-09-2017 21:27,0.2688,5.6
112,30-09-2017 00:00,E,C,7.54,33.84,255.15,5.5,41.47,3,30-09-2017 21:28,0.4147,7.54
167,30-09-2017 00:00,E,C,21.52,32.02,689.07,4.9,105.45,4,30-09-2017 21:30,1.05448,21.52
210,30-09-2017 00:00,E,C,0.66,29.61,19.54,4.1,2.71,4,30-09-2017 21:32,0.02706,0.66
99,30-09-2017 00:00,E,C,5.9,34.44,203.2,5.7,33.63,4,30-09-2017 21:33,0.3363,5.9
99,30-09-2017 00:00,E,B,3.66,42.16,154.31,6.8,24.89,1,30-09-2017 21:34,0.24888,3.66
205,30-09-2017 00:00,E,C,2.58,33.53,86.51,5.4,13.93,4,30-09-2017 21:34,0.13932,2.58
50,30-09-2017 00:00,E,C,15.62,30.81,481.25,4.5,70.29,4,30-09-2017 21:34,0.7029,15.62
195,30-09-2017 00:00,E,B,13.64,38.44,524.32,6.2,84.57,1,30-09-2017 21:36,0.84568,13.64
43,30-09-2017 00:00,E,C,10.27,32.32,331.93,5,51.35,5,30-09-2017 21:38,0.5135,10.27
113,30-09-2017 00:00,E,C,4.08,30.21,123.26,4.3,17.54,5,30-09-2017 21:47,0.17544,4.08
73,30-09-2017 00:00,E,C,2.74,27.19,74.5,3.3,9.04,5,30-09-2017 21:48,0.09042,2.74
142,30-09-2017 00:00,E,C,3,30.51,91.53,4.4,13.2,5,30-09-2017 21:49,0.132,3
139,30-09-2017 00:00,E,C,0.66,29.91,19.74,4.2,2.77,5,30-09-2017 21:49,0.02772,0.66
65,30-09-2017 00:00,E,C,15.54,32.32,502.25,5,77.7,5,30-09-2017 21:50,0.777,15.54
4,30-09-2017 00:00,E,B,10.94,42.16,461.23,6.8,74.39,2,30-09-2017 21:51,0.74392,10.94
96,30-09-2017 00:00,E,C,10.24,34.74,355.74,5.8,59.39,5,30-09-2017 21:52,0.59392,10.24
36,30-09-2017 00:00,E,C,5.14,31.42,161.5,4.7,24.16,6,30-09-2017 21:59,0.24158,5.14
198,30-09-2017 00:00,E,C,5.26,33.53,176.37,5.4,28.4,6,30-09-2017 22:04,0.28404,5.26
158,30-09-2017 00:00,E,C,7.78,32.02,249.12,4.9,38.12,6,30-09-2017 22:04,0.38122,7.78
136,30-09-2017 00:00,E,C,19.84,30.81,611.27,4.5,89.28,6,30-09-2017 22:05,0.8928,19.84
68,30-09-2017 00:00,E,C,17.2,34.74,597.53,5.8,99.76,7,30-09-2017 22:06,0.9976,17.2
136,30-09-2017 00:00,E,B,17.23,41.54,715.73,6.7,115.44,2,30-09-2017 22:07,1.15441,17.23
1000,30-09-2017 00:00,E,C,254.45,31.72,8071.15,4.8,1221.36,13,30-09-2017 22:07,12.2136,254.45
1000,30-09-2017 00:00,E,B,63.93,40.92,2616.02,6.6,421.94,4,30-09-2017 22:07,4.21938,63.93
21,01-10-2017 00:00,M,C,5.86,28.7,168.18,3.8,22.27,1,01-10-2017 09:15,0.22268,5.86
129,01-10-2017 00:00,M,C,0.84,31.42,26.39,4.7,3.95,1,01-10-2017 09:23,0.03948,0.84
74,01-10-2017 00:00,M,C,4.62,31.72,146.55,4.8,22.18,1,01-10-2017 09:30,0.22176,4.62
119,01-10-2017 00:00,M,C,7.1,32.63,231.67,5.1,36.21,1,01-10-2017 09:30,0.3621,7.1
98,01-10-2017 00:00,M,C,1.56,34.44,53.73,5.7,8.89,1,01-10-2017 09:31,0.08892,1.56
25,01-10-2017 00:00,M,C,1.98,34.44,68.19,5.7,11.29,1,01-10-2017 09:32,0.11286,1.98
181,01-10-2017 00:00,M,C,8.52,34.44,293.43,5.7,48.56,1,01-10-2017 09:33,0.48564,8.52
181,01-10-2017 00:00,M,C,9.22,29.3,270.15,4,36.88,1,01-10-2017 09:33,0.3688,9.22
41,01-10-2017 00:00,M,C,4.62,32.63,150.75,5.1,23.56,2,01-10-2017 09:34,0.23562,4.62
190,01-10-2017 00:00,M,C,1.4,31.12,43.57,4.6,6.44,2,01-10-2017 09:36,0.0644,1.4
197,01-10-2017 00:00,M,B,1.52,40.92,62.2,6.6,10.03,1,01-10-2017 09:37,0.10032,1.52
187,01-10-2017 00:00,M,B,0.78,39.06,30.47,6.3,4.91,1,01-10-2017 09:38,0.04914,0.78
93,01-10-2017 00:00,M,C,3.66,29.61,108.37,4.1,15.01,2,01-10-2017 09:38,0.15006,3.66
139,01-10-2017 00:00,M,C,0.84,29.61,24.87,4.1,3.44,2,01-10-2017 09:41,0.03444,0.84
116,01-10-2017 00:00,M,B,2.56,38.44,98.41,6.2,15.87,1,01-10-2017 09:42,0.15872,2.56
147,01-10-2017 00:00,M,C,10.06,33.84,340.43,5.5,55.33,2,01-10-2017 09:43,0.5533,10.06
47,01-10-2017 00:00,M,C,2.88,29.91,86.14,4.2,12.1,2,01-10-2017 09:49,0.12096,2.88
150,01-10-2017 00:00,M,C,2.8,26.28,73.58,3,8.4,2,01-10-2017 09:51,0.084,2.8
95,01-10-2017 00:00,M,C,6.34,31.42,199.2,4.7,29.8,2,01-10-2017 09:52,0.29798,6.34
148,01-10-2017 00:00,M,C,7.38,32.02,236.31,4.9,36.16,2,01-10-2017 09:53,0.36162,7.38
76,01-10-2017 00:00,M,C,3.24,32.63,105.72,5.1,16.52,3,01-10-2017 09:54,0.16524,3.24
125,01-10-2017 00:00,M,C,3.58,34.44,123.3,5.7,20.41,3,01-10-2017 09:56,0.20406,3.58
131,01-10-2017 00:00,M,C,3.24,31.42,101.8,4.7,15.23,3,01-10-2017 09:57,0.15228,3.24
144,01-10-2017 00:00,M,C,6.62,31.72,209.99,4.8,31.78,3,01-10-2017 10:06,0.31776,6.62
42,01-10-2017 00:00,M,C,11.74,30.21,354.67,4.3,50.48,3,01-10-2017 10:08,0.50482,11.74
40,01-10-2017 00:00,M,C,4.72,30.51,144.01,4.4,20.77,3,01-10-2017 10:11,0.20768,4.72
113,01-10-2017 00:00,M,C,5.68,31.72,180.17,4.8,27.26,3,01-10-2017 10:16,0.27264,5.68
34,01-10-2017 00:00,M,B,0.88,41.54,36.56,6.7,5.9,1,01-10-2017 10:18,0.05896,0.88
123,01-10-2017 00:00,M,C,2.52,33.53,84.5,5.4,13.61,4,01-10-2017 10:21,0.13608,2.52
86,01-10-2017 00:00,M,C,3.4,32.02,108.87,4.9,16.66,4,01-10-2017 10:22,0.1666,3.4
142,01-10-2017 00:00,M,C,3.1,29.61,91.79,4.1,12.71,4,01-10-2017 10:23,0.1271,3.1
115,01-10-2017 00:00,M,C,2.96,34.74,102.83,5.8,17.17,4,01-10-2017 10:24,0.17168,2.96
173,01-10-2017 00:00,M,C,9.7,31.72,307.68,4.8,46.56,4,01-10-2017 10:24,0.4656,9.7
120,01-10-2017 00:00,M,C,2.54,30.81,78.26,4.5,11.43,4,01-10-2017 10:25,0.1143,2.54
112,01-10-2017 00:00,M,C,8.5,31.42,267.07,4.7,39.95,4,01-10-2017 10:25,0.3995,8.5
50,01-10-2017 00:00,M,C,19.32,30.21,583.66,4.3,83.08,5,01-10-2017 10:26,0.83076,19.32
135,01-10-2017 00:00,M,C,4.32,27.49,118.76,3.4,14.69,5,01-10-2017 10:26,0.14688,4.32
149,01-10-2017 00:00,M,C,2.68,30.51,81.77,4.4,11.79,5,01-10-2017 10:27,0.11792,2.68
167,01-10-2017 00:00,M,C,23.06,30.51,703.56,4.4,101.46,6,01-10-2017 10:28,1.01464,23.06
68,01-10-2017 00:00,M,C,9.42,31.42,295.98,4.7,44.27,6,01-10-2017 10:29,0.44274,9.42
17,01-10-2017 00:00,M,C,8.04,30.81,247.71,4.5,36.18,6,01-10-2017 10:31,0.3618,8.04
205,01-10-2017 00:00,M,C,2.96,32.32,95.67,5,14.8,6,01-10-2017 10:33,0.148,2.96
66,01-10-2017 00:00,M,C,7.54,31.12,234.64,4.6,34.68,6,01-10-2017 10:33,0.34684,7.54
137,01-10-2017 00:00,M,B,9.88,37.2,367.54,6,59.28,1,01-10-2017 10:34,0.5928,9.88
169,01-10-2017 00:00,M,C,19.26,31.42,605.15,4.7,90.52,7,01-10-2017 10:35,0.90522,19.26
169,01-10-2017 00:00,M,C,3.02,30.81,93.05,4.5,13.59,7,01-10-2017 10:35,0.1359,3.02
96,01-10-2017 00:00,M,C,11.6,32.63,378.51,5.1,59.16,7,01-10-2017 10:36,0.5916,11.6
59,01-10-2017 00:00,M,C,4.2,29.91,125.62,4.2,17.64,7,01-10-2017 10:37,0.1764,4.2
195,01-10-2017 00:00,M,B,22.02,38.44,846.45,6.2,136.52,1,01-10-2017 10:38,1.36524,22.02
195,01-10-2017 00:00,M,C,3.8,32.02,121.68,4.9,18.62,7,01-10-2017 10:39,0.1862,3.8
5,01-10-2017 00:00,M,B,9.94,39.68,394.42,6.4,63.62,2,01-10-2017 10:39,0.63616,9.94
63,01-10-2017 00:00,M,C,16.6,29.91,496.51,4.2,69.72,8,01-10-2017 10:40,0.6972,16.6
136,01-10-2017 00:00,M,B,18.18,53.94,980.63,8.7,158.17,2,01-10-2017 10:43,1.58166,18.18
136,01-10-2017 00:00,M,C,28.98,31.72,919.25,4.8,139.1,8,01-10-2017 10:44,1.39104,28.98
158,01-10-2017 00:00,M,B,12.24,38.44,470.51,6.2,75.89,2,01-10-2017 10:45,0.75888,12.24
2,01-10-2017 00:00,M,C,1.4,34.44,48.22,5.7,7.98,8,01-10-2017 10:45,0.0798,1.4
126,01-10-2017 00:00,M,B,1.84,45.88,84.42,7.4,13.62,2,01-10-2017 10:46,0.13616,1.84
126,01-10-2017 00:00,M,C,8.14,31.42,255.76,4.7,38.26,9,01-10-2017 10:46,0.38258,8.14
1000,01-10-2017 00:00,M,C,325.56,31.42,10229.1,4.7,1530.13,17,01-10-2017 10:46,15.30132,325.56
1000,01-10-2017 00:00,M,B,79.84,42.16,3366.05,6.8,542.91,4,01-10-2017 10:47,5.42912,79.84
134,01-10-2017 00:00,E,C,1.1,32.63,35.89,5.1,5.61,1,01-10-2017 20:05,0.0561,1.1
119,01-10-2017 00:00,E,C,5.04,32.32,162.89,5,25.2,1,01-10-2017 20:07,0.252,5.04
14,01-10-2017 00:00,E,B,3.9,39.68,154.75,6.4,24.96,1,01-10-2017 20:22,0.2496,3.9
125,01-10-2017 00:00,E,B,2.2,40.92,90.02,6.6,14.52,1,01-10-2017 20:25,0.1452,2.2
127,01-10-2017 00:00,E,B,1.26,39.68,50,6.4,8.06,1,01-10-2017 20:29,0.08064,1.26
105,01-10-2017 00:00,E,C,1.38,32.02,44.19,4.9,6.76,1,01-10-2017 20:33,0.06762,1.38
59,01-10-2017 00:00,E,C,2.56,29.61,75.8,4.1,10.5,1,01-10-2017 20:34,0.10496,2.56
150,01-10-2017 00:00,E,C,1.74,28.7,49.94,3.8,6.61,1,01-10-2017 20:36,0.06612,1.74
146,01-10-2017 00:00,E,C,0.98,29.3,28.71,4,3.92,1,01-10-2017 20:36,0.0392,0.98
90,01-10-2017 00:00,E,C,1.54,31.42,48.39,4.7,7.24,1,01-10-2017 20:37,0.07238,1.54
151,01-10-2017 00:00,E,C,4.84,29.3,141.81,4,19.36,1,01-10-2017 20:40,0.1936,4.84
195,01-10-2017 00:00,E,C,11.3,35.04,395.95,5.9,66.67,1,01-10-2017 20:42,0.6667,11.3
135,01-10-2017 00:00,E,C,2.64,29.91,78.96,4.2,11.09,1,01-10-2017 20:42,0.11088,2.64
38,01-10-2017 00:00,E,C,2.1,31.42,65.98,4.7,9.87,1,01-10-2017 20:44,0.0987,2.1
71,01-10-2017 00:00,E,B,2.16,37.82,81.69,6.1,13.18,1,01-10-2017 20:56,0.13176,2.16
103,01-10-2017 00:00,E,B,0.58,38.44,22.3,6.2,3.6,1,01-10-2017 20:57,0.03596,0.58
108,01-10-2017 00:00,E,C,2.86,34.14,97.64,5.6,16.02,1,01-10-2017 20:58,0.16016,2.86
148,01-10-2017 00:00,E,C,4.96,34.74,172.31,5.8,28.77,2,01-10-2017 21:02,0.28768,4.96
114,01-10-2017 00:00,E,C,12.98,28.7,372.53,3.8,49.32,2,01-10-2017 21:05,0.49324,12.98
42,01-10-2017 00:00,E,C,9.66,33.53,323.9,5.4,52.16,2,01-10-2017 21:10,0.52164,9.66
142,01-10-2017 00:00,E,C,2.76,29.3,80.87,4,11.04,2,01-10-2017 21:11,0.1104,2.76
82,01-10-2017 00:00,E,C,3.54,31.72,112.29,4.8,16.99,2,01-10-2017 21:11,0.16992,3.54
26,01-10-2017 00:00,E,C,0.78,33.84,26.4,5.5,4.29,2,01-10-2017 21:12,0.0429,0.78
139,01-10-2017 00:00,E,C,0.84,30.81,25.88,4.5,3.78,2,01-10-2017 21:13,0.0378,0.84
98,01-10-2017 00:00,E,C,1.4,34.44,48.22,5.7,7.98,2,01-10-2017 21:13,0.0798,1.4
172,01-10-2017 00:00,E,C,0.88,34.44,30.31,5.7,5.02,2,01-10-2017 21:17,0.05016,0.88
111,01-10-2017 00:00,E,C,5.22,30.21,157.7,4.3,22.45,3,01-10-2017 21:19,0.22446,5.22
124,01-10-2017 00:00,E,C,1.12,35.04,39.24,5.9,6.61,3,01-10-2017 21:20,0.06608,1.12
167,01-10-2017 00:00,E,C,21.4,31.42,672.39,4.7,100.58,3,01-10-2017 21:21,1.0058,21.4
210,01-10-2017 00:00,E,C,0.52,30.51,15.87,4.4,2.29,3,01-10-2017 21:22,0.02288,0.52
86,01-10-2017 00:00,E,B,1.34,37.82,50.68,6.1,8.17,1,01-10-2017 21:22,0.08174,1.34
173,01-10-2017 00:00,E,C,4.28,28.4,121.55,3.7,15.84,3,01-10-2017 21:23,0.15836,4.28
120,01-10-2017 00:00,E,C,1.94,30.51,59.19,4.4,8.54,3,01-10-2017 21:23,0.08536,1.94
99,01-10-2017 00:00,E,C,9.54,34.74,331.42,5.8,55.33,3,01-10-2017 21:25,0.55332,9.54
104,01-10-2017 00:00,E,C,16.16,30.81,497.89,4.5,72.72,4,01-10-2017 21:28,0.7272,16.16
149,01-10-2017 00:00,E,C,1.78,29.61,52.71,4.1,7.3,4,01-10-2017 21:29,0.07298,1.78
41,01-10-2017 00:00,E,B,5.8,39.06,226.55,6.3,36.54,1,01-10-2017 21:29,0.3654,5.8
17,01-10-2017 00:00,E,C,6.78,32.02,217.1,4.9,33.22,4,01-10-2017 21:31,0.33222,6.78
66,01-10-2017 00:00,E,C,6.44,31.12,200.41,4.6,29.62,4,01-10-2017 21:31,0.29624,6.44
